iter	Passed	Remaining
376	3735	25993
377	3745	25978
378	3754	25962
379	3763	25945
380	3774	25942
381	3783	25931
382	3792	25916
383	3802	25903
384	3811	25890
385	3821	25877
386	3831	25871
387	3841	25857
388	3850	25844
389	3859	25829
390	3868	25811
391	3878	25803
392	3888	25791
393	3898	25783
394	3907	25771
395	3917	25757
396	3926	25747
397	3936	25738
398	3946	25726
399	3955	25712
400	3964	25697
401	3974	25686
402	3984	25676
403	3994	25665
404	4003	25654
405	4013	25646
406	4023	25633
407	4033	25626
408	4043	25616
409	4055	25617
410	4066	25616
411	4076	25607
412	4089	25614
413	4100	25613
414	4112	25615
415	4122	25609
416	4134	25610
417	4144	25597
418	4154	25588
419	4163	25577
420	4173	25564
421	4182	25552
422	4192	25544
423	4203	25537
424	4213	25528
425	4223	25516
426	4232	25503
427	4242	25493
428	4252	25483
429	4262	25474
430	4273	25472
431	4282	25459
432	4291	25443
433	4302	25438
434	4313	25433
435	4323	25427
436	4333	25415
437	4343	25403
438	4352	25392
439	4361	25378
440	4371	25363
441	4380	25352
442	4389	25338
443	4399	25325
444	4409	25314
445	4418	25302
446	4427	25289
447	4437	25279
448	4447	25267
449	4456	25253
450	4467	25247
451	4476	25237
452	4486	25224
453	4495	25210
454	4504	25197
455	4515	25193
456	4525	25180
457	4535	25170
458	4544	25157
459	4553	25144
460	4563	25132
461	4574	25127
462	4583	25115
463	4593	25104
464	4602	25090
465	4611	25075
466	4621	25065
467	4630	25051
468	4640	25041
469	4649	25027
470	4658	25014
471	4668	25003
472	4678	24995
473	4688	24986
474	4698	24974
475	4707	24962
476	4717	24952
477	4727	24942
478	4736	24930
479	4746	24920
480	4756	24909
481	4766	24899
482	4776	24889
483	4785	24876
484	4794	24864
485	4805	24857
486	4814	24845
487	4824	24832
488	4833	24820
489	4843	24808
490	4852	24794
491	4862	24786
492	4872	24778
493	4882	24767
494	4892	24761
495	4904	24762
496	4914	24750
497	4924	24739
498	4931	24717
499	4940	24704
500	4950	24691
501	4959	24680
502	4969	24669
503	4979	24658
504	4988	24644
505	4997	24630
506	5007	24620
507	5016	24610
508	5026	24600
509	5035	24586
510	5045	24573
511	5054	24560
512	5065	24557
513	5074	24545
514	5084	24534
515	5093	24522
516	5103	24511
517	5113	24502
518	5123	24492
519	5133	24483
520	5143	24472
521	5153	24462
522	5162	24450
523	5171	24437
524	5181	24425
525	5191	24417
526	5201	24406
527	5210	24395
528	5220	24383
529	5229	24371
530	5239	24360
531	5249	24351
532	5259	24341
533	5268	24330
534	5278	24319
535	5287	24306
536	5296	24292
537	5305	24279
538	5316	24274
539	5326	24264
540	5335	24250
541	5345	24239
542	5354	24227
543	5363	24216
544	5373	24206
545	5383	24194
546	5392	24183
547	5402	24171
548	5411	24160
549	5421	24150
550	5431	24140
551	5441	24129
552	5450	24118
553	5460	24107
554	5470	24097
555	5480	24089
556	5489	24077
557	5499	24067
558	5508	24055
559	5519	24048
560	5529	24039
561	5538	24028
562	5548	24017
563	5558	24006
564	5567	23993
565	5577	23983
566	5587	23974
567	5596	23962
568	5605	23950
569	5615	23938
570	5624	23926
571	5633	23914
572	5643	23903
573	5653	23892
574	5662	23880
575	5672	23871
576	5682	23861
577	5691	23850
578	5701	23838
579	5711	23829
580	5720	23816
581	5730	23806
582	5739	23794
583	5748	23783
584	5758	23771
585	5767	23759
586	5777	23748
587	5787	23740
588	5797	23729
589	5806	23718
590	5816	23708
591	5825	23696
592	5834	23683
593	5844	23674
594	5854	23664
595	5863	23652
596	5873	23642
597	5883	23632
598	5893	23622
599	5902	23610
600	5912	23600
601	5922	23589
602	5931	23577
603	5941	23568
604	5950	23556
605	5960	23545
606	5969	23534
607	5978	23521
608	5988	23511
609	5998	23500
610	6008	23493
611	6017	23481
612	6027	23471
613	6036	23459
614	6046	23447
615	6055	23435
616	6065	23425
617	6074	23413
618	6083	23401
619	6093	23390
620	6102	23379
621	6114	23376
622	6124	23366
623	6134	23358
624	6145	23351
625	6154	23340
626	6164	23331
627	6173	23317
628	6183	23308
629	6192	23297
630	6203	23289
631	6213	23279
632	6222	23266
633	6231	23256
634	6241	23245
635	6250	23233
636	6259	23219
637	6268	23208
638	6278	23197
639	6287	23185
640	6296	23173
641	6306	23161
642	6315	23151
643	6325	23139
644	6335	23131
645	6345	23122
646	6354	23109
647	6364	23099
648	6373	23087
649	6382	23074
650	6391	23064
651	6401	23053
652	6411	23044
653	6421	23034
654	6430	23021
655	6439	23011
656	6449	22999
657	6458	22987
658	6467	22975
659	6477	22965
660	6486	22953
661	6496	22943
662	6506	22933
663	6515	22922
664	6523	22907
665	6533	22895
666	6543	22885
667	6552	22875
668	6562	22864
669	6571	22853
670	6580	22841
671	6590	22830
672	6600	22820
673	6609	22808
674	6618	22797
675	6628	22787
676	6638	22778
677	6647	22766
678	6656	22753
679	6666	22743
680	6675	22730
681	6684	22718
682	6694	22708
683	6703	22696
684	6712	22686
685	6721	22674
686	6731	22664
687	6741	22653
688	6751	22645
689	6761	22634
690	6770	22623
691	6780	22613
692	6790	22604
693	6799	22593
694	6808	22582
695	6818	22570
696	6827	22559
697	6841	22562
698	6852	22557
699	6863	22552
700	6874	22544
701	6883	22533
702	6892	22521
703	6902	22510
704	6911	22499
705	6921	22490
706	6930	22478
707	6939	22465
708	6949	22454
709	6958	22443
710	6967	22431
711	6977	22420
712	6986	22409
713	6996	22401
714	7006	22390
715	7015	22379
716	7025	22369
717	7034	22357
718	7043	22346
719	7054	22337
720	7063	22325
721	7072	22315
722	7081	22302
723	7090	22291
724	7100	22279
725	7109	22269
726	7120	22261
727	7129	22251
728	7139	22240
729	7149	22230
730	7158	22219
731	7166	22205
732	7176	22195
733	7185	22183
734	7194	22172
735	7204	22160
736	7214	22151
737	7223	22139
738	7232	22128
739	7241	22117
740	7251	22107
741	7261	22097
742	7270	22086
743	7280	22076
744	7289	22065
745	7299	22055
746	7308	22043
747	7317	22032
748	7326	22019
749	7336	22008
750	7345	21998
751	7354	21985
752	7363	21973
753	7374	21967
754	7384	21956
755	7393	21945
756	7402	21933
757	7411	21922
758	7421	21911
759	7432	21906
760	7442	21896
761	7451	21884
762	7460	21873
763	7470	21863
764	7479	21853
765	7489	21843
766	7498	21831
767	7507	21819
768	7517	21808
769	7526	21797
770	7535	21786
771	7545	21776
772	7554	21765
773	7564	21754
774	7574	21745
775	7584	21738
776	7594	21726
777	7603	21716
778	7612	21704
779	7622	21694
780	7631	21683
781	7641	21674
782	7651	21663
783	7660	21651
784	7669	21641
785	7679	21631
786	7689	21622
787	7698	21611
788	7708	21601
789	7717	21589
790	7726	21578
791	7736	21567
792	7746	21559
793	7756	21548
794	7765	21538
795	7774	21527
796	7784	21516
797	7796	21513
798	7806	21503
799	7815	21492
800	7824	21481
801	7834	21470
802	7844	21461
803	7854	21452
804	7863	21441
805	7872	21430
806	7881	21419
807	7891	21408
808	7900	21398
809	7910	21387
810	7919	21376
811	7929	21366
812	7939	21356
813	7948	21347
814	7958	21335
815	7967	21325
816	7977	21314
817	7986	21302
818	7995	21291
819	8005	21281
820	8014	21270
821	8023	21259
822	8032	21247
823	8042	21238
824	8051	21227
825	8061	21216
826	8070	21206
827	8079	21195
828	8089	21184
829	8098	21173
830	8108	21165
831	8118	21155
832	8127	21143
833	8137	21132
834	8146	21121
835	8155	21110
836	8165	21100
837	8174	21090
838	8184	21079
839	8193	21068
840	8202	21058
841	8212	21048
842	8221	21036
843	8230	21024
844	8239	21014
845	8248	21002
846	8258	20991
847	8267	20979
848	8277	20972
849	8287	20961
850	8297	20952
851	8307	20943
852	8316	20932
853	8325	20920
854	8334	20909
855	8343	20898
856	8353	20887
857	8362	20876
858	8371	20866
859	8381	20855
860	8390	20844
861	8399	20833
862	8409	20823
863	8418	20812
864	8427	20801
865	8437	20791
866	8446	20780
867	8456	20770
868	8465	20759
869	8474	20748
870	8484	20738
871	8494	20728
872	8503	20718
873	8513	20708
874	8522	20697
875	8531	20686
876	8540	20675
877	8550	20664
878	8559	20653
879	8569	20643
880	8578	20632
881	8587	20621
882	8597	20611
883	8606	20600
884	8615	20588
885	8624	20577
886	8634	20568
887	8644	20559
888	8653	20548
889	8662	20537
890	8672	20527
891	8681	20516
892	8690	20506
893	8701	20497
894	8710	20486
895	8720	20476
896	8729	20466
897	8738	20455
898	8748	20445
899	8758	20436
900	8767	20426
901	8777	20415
902	8786	20404
903	8796	20395
904	8805	20384
905	8815	20373
906	8824	20362
907	8834	20353
908	8844	20344
909	8853	20333
910	8862	20322
911	8871	20311
912	8881	20301
913	8890	20291
914	8900	20281
915	8910	20272
916	8920	20262
917	8930	20253
918	8939	20243
919	8949	20233
920	8958	20222
921	8968	20212
922	8976	20200
923	8986	20189
924	8995	20178
925	9005	20169
926	9014	20158
927	9023	20147
928	9032	20136
929	9042	20125
930	9051	20115
931	9060	20105
932	9070	20094
933	9080	20085
934	9090	20076
935	9100	20067
936	9110	20057
937	9121	20052
938	9132	20044
939	9141	20033
940	9151	20023
941	9160	20013
942	9170	20004
943	9180	19994
944	9189	19983
945	9198	19972
946	9207	19961
947	9217	19952
948	9226	19941
949	9236	19930
950	9245	19921
951	9255	19911
952	9265	19902
953	9274	19891
954	9283	19879
955	9292	19868
956	9301	19856
957	9311	19846
958	9321	19837
959	9330	19827
960	9340	19817
961	9349	19806
962	9359	19798
963	9368	19787
964	9378	19777
965	9387	19766
966	9396	19755
967	9405	19743
968	9414	19733
969	9424	19724
970	9435	19715
971	9444	19704
972	9453	19694
973	9462	19683
974	9473	19675
975	9484	19669
976	9493	19658
977	9503	19647
978	9512	19636
979	9522	19628
980	9532	19618
981	9542	19609
982	9553	19602
983	9563	19592
984	9571	19580
985	9581	19570
986	9590	19560
987	9600	19550
988	9609	19539
989	9619	19529
990	9628	19519
991	9638	19509
992	9647	19499
993	9657	19489
994	9666	19479
995	9676	19469
996	9686	19460
997	9697	19453
998	9706	19443
999	9716	19432
1000	9725	19422
1001	9735	19411
1002	9744	19401
1003	9753	19390
1004	9764	19382
1005	9774	19373
1006	9783	19363
1007	9793	19352
1008	9802	19342
1009	9811	19331
1010	9820	19320
1011	9830	19311
1012	9840	19301
1013	9849	19290
1014	9858	19279
1015	9867	19268
1016	9877	19259
1017	9888	19252
1018	9897	19241
1019	9907	19231
1020	9916	19221
1021	9925	19210
1022	9935	19200
1023	9944	19189
1024	9956	19184
1025	9965	19173
1026	9976	19165
1027	9985	19155
1028	9996	19147
1029	10005	19137
1030	10015	19127
1031	10024	19116
1032	10033	19106
1033	10043	19096
1034	10053	19087
1035	10062	19076
1036	10072	19066
1037	10082	19058
1038	10091	19047
1039	10102	19038
1040	10111	19027
1041	10120	19017
1042	10130	19007
1043	10139	18997
1044	10149	18988
1045	10158	18977
1046	10168	18968
1047	10177	18956
1048	10187	18947
1049	10196	18937
1050	10206	18926
1051	10215	18915
1052	10224	18904
1053	10233	18893
1054	10242	18883
1055	10251	18872
1056	10261	18863
1057	10270	18851
1058	10279	18840
1059	10288	18829
1060	10298	18820
1061	10307	18809
1062	10317	18799
1063	10326	18788
1064	10335	18777
1065	10344	18768
1066	10354	18757
1067	10363	18747
1068	10372	18737
1069	10381	18725
1070	10390	18714
1071	10399	18704
1072	10409	18694
1073	10418	18683
1074	10427	18672
1075	10436	18661
1076	10445	18650
1077	10454	18639
1078	10464	18630
1079	10473	18618
1080	10481	18607
1081	10490	18596
1082	10500	18586
1083	10510	18577
1084	10519	18567
1085	10528	18555
1086	10537	18545
1087	10546	18534
1088	10556	18524
1089	10565	18513
1090	10574	18502
1091	10583	18491
1092	10592	18480
1093	10601	18470
1094	10614	18465
1095	10624	18456
1096	10633	18445
1097	10642	18435
1098	10651	18424
1099	10660	18413
1100	10669	18403
1101	10678	18392
1102	10688	18382
1103	10697	18371
1104	10706	18361
1105	10715	18350
1106	10724	18339
1107	10733	18328
1108	10742	18317
1109	10751	18307
1110	10761	18297
1111	10770	18285
1112	10779	18275
1113	10789	18266
1114	10798	18256
1115	10808	18246
1116	10817	18235
1117	10828	18227
1118	10838	18218
1119	10847	18208
1120	10857	18198
1121	10866	18188
1122	10875	18176
1123	10884	18166
1124	10893	18156
1125	10902	18145
1126	10912	18136
1127	10921	18125
1128	10931	18115
1129	10940	18105
1130	10950	18095
1131	10960	18086
1132	10969	18075
1133	10978	18065
1134	10987	18054
1135	10996	18043
1136	11005	18033
1137	11015	18023
1138	11024	18012
1139	11033	18001
1140	11042	17991
1141	11051	17980
1142	11060	17970
1143	11069	17958
1144	11078	17948
1145	11088	17938
1146	11097	17928
1147	11106	17917
1148	11115	17907
1149	11125	17897
1150	11134	17886
1151	11143	17876
1152	11153	17866
1153	11162	17855
1154	11170	17844
1155	11179	17833
1156	11188	17822
1157	11198	17812
1158	11207	17802
1159	11216	17791
1160	11225	17781
1161	11234	17770
1162	11244	17760
1163	11253	17750
1164	11263	17741
1165	11273	17731
1166	11282	17721
1167	11292	17712
1168	11302	17702
1169	11311	17691
1170	11320	17682
1171	11332	17674
1172	11341	17665
1173	11350	17654
1174	11360	17644
1175	11369	17635
1176	11379	17625
1177	11388	17615
1178	11398	17605
1179	11407	17594
1180	11416	17584
1181	11426	17574
1182	11437	17567
1183	11448	17559
1184	11457	17549
1185	11467	17538
1186	11476	17528
1187	11485	17518
1188	11495	17508
1189	11504	17498
1190	11513	17487
1191	11522	17477
1192	11531	17466
1193	11541	17456
1194	11550	17446
1195	11559	17436
1196	11568	17425
1197	11577	17415
1198	11586	17404
1199	11595	17393
1200	11604	17382
1201	11613	17371
1202	11622	17360
1203	11631	17350
1204	11640	17339
1205	11649	17329
1206	11659	17319
1207	11668	17309
1208	11677	17298
1209	11687	17289
1210	11696	17279
1211	11706	17269
1212	11715	17258
1213	11724	17248
1214	11733	17238
1215	11743	17228
1216	11752	17218
1217	11760	17206
1218	11769	17196
1219	11779	17186
1220	11788	17176
1221	11797	17165
1222	11806	17155
1223	11815	17143
1224	11824	17133
1225	11834	17123
1226	11843	17114
1227	11852	17103
1228	11861	17092
1229	11870	17081
1230	11879	17071
1231	11889	17061
1232	11898	17052
1233	11907	17041
1234	11916	17030
1235	11926	17020
1236	11935	17010
1237	11944	17000
1238	11953	16989
1239	11962	16978
1240	11971	16968
1241	11980	16958
1242	11990	16948
1243	11999	16938
1244	12008	16928
1245	12017	16917
1246	12026	16907
1247	12036	16896
1248	12045	16886
1249	12053	16875
1250	12062	16864
1251	12070	16853
1252	12080	16843
1253	12090	16833
1254	12099	16823
1255	12109	16814
1256	12120	16806
1257	12129	16796
1258	12139	16786
1259	12148	16776
1260	12156	16765
1261	12165	16754
1262	12174	16743
1263	12184	16734
1264	12193	16724
1265	12203	16714
1266	12212	16703
1267	12221	16693
1268	12230	16683
1269	12239	16673
1270	12248	16662
1271	12257	16651
1272	12265	16640
1273	12275	16630
1274	12284	16620
1275	12294	16610
1276	12303	16600
1277	12313	16590
1278	12323	16581
1279	12332	16571
1280	12341	16561
1281	12350	16551
1282	12359	16540
1283	12369	16530
1284	12378	16521
1285	12388	16510
1286	12397	16500
1287	12406	16490
1288	12415	16480
1289	12426	16471
1290	12435	16461
1291	12444	16450
1292	12453	16440
1293	12462	16430
1294	12471	16420
1295	12480	16409
1296	12489	16398
1297	12498	16388
1298	12507	16378
1299	12517	16369
1300	12527	16359
1301	12536	16348
1302	12545	16338
1303	12553	16327
1304	12562	16317
1305	12572	16307
1306	12582	16298
1307	12591	16288
1308	12600	16277
1309	12609	16266
1310	12618	16256
1311	12627	16246
1312	12636	16236
1313	12646	16226
1314	12654	16215
1315	12663	16204
1316	12672	16194
1317	12682	16184
1318	12691	16174
1319	12700	16163
1320	12709	16153
1321	12718	16143
1322	12728	16133
1323	12737	16124
1324	12747	16114
1325	12756	16103
1326	12765	16093
1327	12775	16084
1328	12784	16074
1329	12793	16063
1330	12802	16053
1331	12811	16043
1332	12820	16033
1333	12830	16023
1334	12839	16013
1335	12848	16002
1336	12856	15991
1337	12865	15980
1338	12874	15971
1339	12883	15960
1340	12892	15949
1341	12901	15939
1342	12910	15928
1343	12918	15918
1344	12929	15910
1345	12940	15901
1346	12949	15891
1347	12958	15880
1348	12966	15869
1349	12975	15859
1350	12985	15849
1351	12994	15839
1352	13003	15828
1353	13012	15818
1354	13021	15808
1355	13030	15798
1356	13039	15788
1357	13048	15777
1358	13057	15766
1359	13066	15756
1360	13075	15745
1361	13084	15735
1362	13093	15725
1363	13103	15715
1364	13112	15706
1365	13122	15696
1366	13131	15686
1367	13141	15677
1368	13150	15667
1369	13159	15657
1370	13168	15646
1371	13177	15636
1372	13186	15626
1373	13196	15617
1374	13207	15609
1375	13218	15600
1376	13227	15590
1377	13236	15580
1378	13246	15570
1379	13255	15561
1380	13265	15551
1381	13275	15542
1382	13284	15532
1383	13293	15521
1384	13302	15512
1385	13311	15501
1386	13321	15491
1387	13330	15482
1388	13339	15471
1389	13348	15460
1390	13356	15449
1391	13366	15440
1392	13375	15430
1393	13384	15419
1394	13393	15409
1395	13402	15399
1396	13411	15389
1397	13420	15379
1398	13430	15369
1399	13439	15359
1400	13448	15349
1401	13457	15338
1402	13467	15329
1403	13476	15319
1404	13485	15309
1405	13494	15299
1406	13503	15288
1407	13513	15279
1408	13523	15270
1409	13532	15260
1410	13541	15249
1411	13550	15239
1412	13559	15229
1413	13569	15219
1414	13578	15210
1415	13588	15200
1416	13597	15190
1417	13606	15180
1418	13615	15170
1419	13624	15160
1420	13634	15150
1421	13642	15139
1422	13652	15130
1423	13661	15119
1424	13671	15110
1425	13680	15099
1426	13688	15089
1427	13698	15079
1428	13707	15069
1429	13716	15059
1430	13726	15049
1431	13735	15039
1432	13743	15028
1433	13752	15018
1434	13761	15008
1435	13770	14998
1436	13780	14988
1437	13789	14978
1438	13799	14968
1439	13808	14958
1440	13817	14949
1441	13827	14939
1442	13835	14929
1443	13845	14919
1444	13854	14909
1445	13863	14898
1446	13872	14888
1447	13881	14879
1448	13891	14869
1449	13900	14859
1450	13909	14849
1451	13919	14839
1452	13929	14830
1453	13941	14823
1454	13952	14815
1455	13961	14805
1456	13970	14795
1457	13979	14785
1458	13988	14774
1459	13998	14765
1460	14007	14755
1461	14016	14745
1462	14025	14735
1463	14034	14724
1464	14043	14714
1465	14053	14705
1466	14062	14695
1467	14072	14685
1468	14081	14675
1469	14090	14665
1470	14101	14657
1471	14110	14647
1472	14119	14637
1473	14128	14626
1474	14137	14616
1475	14146	14606
1476	14156	14597
1477	14166	14587
1478	14175	14577
1479	14184	14567
1480	14193	14557
1481	14202	14547
1482	14211	14537
1483	14221	14528
1484	14230	14517
1485	14239	14507
1486	14248	14498
1487	14258	14488
1488	14267	14478
1489	14276	14468
1490	14286	14458
1491	14295	14448
1492	14305	14439
1493	14314	14429
1494	14323	14419
1495	14332	14409
1496	14341	14398
1497	14350	14388
1498	14359	14378
1499	14369	14369
1500	14377	14358
1501	14387	14348
1502	14396	14339
1503	14405	14328
1504	14415	14319
1505	14424	14309
1506	14433	14299
1507	14442	14289
1508	14452	14279
1509	14461	14270
1510	14470	14260
1511	14479	14249
1512	14488	14239
1513	14498	14230
1514	14508	14220
1515	14517	14211
1516	14527	14201
1517	14535	14191
1518	14544	14180
1519	14553	14170
1520	14562	14160
1521	14571	14150
1522	14581	14140
1523	14590	14131
1524	14600	14121
1525	14610	14112
1526	14619	14102
1527	14628	14092
1528	14637	14082
1529	14646	14072
1530	14655	14062
1531	14664	14051
1532	14673	14041
1533	14682	14031
1534	14691	14021
1535	14700	14011
1536	14709	14001
1537	14719	13991
1538	14728	13982
1539	14737	13971
1540	14746	13961
1541	14756	13952
1542	14765	13942
1543	14774	13932
1544	14784	13923
1545	14793	13913
1546	14803	13903
1547	14812	13893
1548	14821	13883
1549	14830	13873
1550	14839	13863
1551	14848	13853
1552	14858	13843
1553	14867	13834
1554	14876	13824
1555	14885	13813
1556	14894	13804
1557	14903	13794
1558	14913	13784
1559	14922	13774
1560	14931	13764
1561	14940	13754
1562	14950	13745
1563	14959	13735
1564	14968	13725
1565	14978	13715
1566	14988	13707
1567	14998	13698
1568	15008	13688
1569	15017	13678
1570	15026	13668
1571	15035	13658
1572	15044	13648
1573	15053	13637
1574	15063	13628
1575	15072	13619
1576	15081	13609
1577	15091	13599
1578	15100	13589
1579	15109	13579
1580	15118	13568
1581	15126	13558
1582	15136	13548
1583	15146	13539
1584	15155	13529
1585	15164	13519
1586	15173	13509
1587	15182	13499
1588	15191	13489
1589	15200	13479
1590	15209	13470
1591	15218	13459
1592	15227	13449
1593	15237	13440
1594	15247	13430
1595	15256	13421
1596	15265	13411
1597	15274	13401
1598	15284	13391
1599	15294	13382
1600	15304	13373
1601	15313	13363
1602	15322	13352
1603	15330	13342
1604	15339	13332
1605	15349	13322
1606	15358	13313
1607	15367	13303
1608	15376	13293
1609	15385	13283
1610	15395	13273
1611	15404	13263
1612	15413	13253
1613	15421	13243
1614	15430	13233
1615	15440	13223
1616	15450	13214
1617	15459	13204
1618	15468	13194
1619	15477	13184
1620	15487	13175
1621	15496	13165
1622	15505	13155
1623	15514	13145
1624	15523	13134
1625	15532	13125
1626	15542	13115
1627	15551	13106
1628	15560	13096
1629	15569	13086
1630	15579	13076
1631	15589	13067
1632	15598	13057
1633	15607	13048
1634	15616	13037
1635	15624	13027
1636	15634	13017
1637	15643	13007
1638	15653	12998
1639	15662	12988
1640	15671	12978
1641	15680	12968
1642	15690	12959
1643	15699	12949
1644	15709	12939
1645	15717	12929
1646	15726	12919
1647	15736	12909
1648	15745	12900
1649	15755	12890
1650	15763	12880
1651	15772	12870
1652	15781	12860
1653	15791	12850
1654	15800	12841
1655	15810	12831
1656	15819	12821
1657	15828	12811
1658	15837	12801
1659	15847	12792
1660	15855	12782
1661	15865	12772
1662	15873	12762
1663	15883	12752
1664	15892	12742
1665	15901	12732
1666	15911	12723
1667	15921	12714
1668	15931	12704
1669	15940	12694
1670	15949	12685
1671	15958	12675
1672	15967	12665
1673	15976	12655
