iter	RMSE
137	38332.67259
138	38179.39334
139	38034.44309
140	37902.11007
141	37772.63384
142	37638.86993
143	37506.10704
144	37363.41766
145	37238.09213
146	37108.11472
147	36990.74589
148	36864.97411
149	36738.2525
150	36623.48327
151	36504.62761
152	36370.86541
153	36239.42747
154	36103.40839
155	35985.65409
156	35854.48787
157	35747.5655
158	35636.09031
159	35509.27864
160	35409.00429
161	35291.48448
162	35170.24105
163	35060.21168
164	34964.30749
165	34843.82707
166	34740.01571
167	34629.14694
168	34525.67948
169	34425.29005
170	34339.04536
171	34244.22943
172	34163.75076
173	34071.93836
174	33957.56138
175	33847.82703
176	33752.44775
177	33656.95556
178	33546.39713
179	33430.9754
180	33347.33353
181	33248.60158
182	33158.39228
183	33057.6459
184	32972.61186
185	32890.39334
186	32787.65438
187	32680.39934
188	32609.29513
189	32521.73764
190	32430.32589
191	32351.63973
192	32281.88742
193	32190.2589
194	32112.25793
195	32032.4962
196	31960.91123
197	31885.53371
198	31797.79869
199	31714.74392
200	31647.23316
201	31575.36471
202	31510.4914
203	31450.43863
204	31367.81358
205	31281.22095
206	31221.71346
207	31168.15608
208	31095.3796
209	31025.10913
210	30954.53702
211	30881.71935
212	30821.59056
213	30754.35668
214	30681.10049
215	30617.51379
216	30543.1505
217	30466.6698
218	30398.53576
219	30325.84693
220	30245.84432
221	30170.86996
222	30101.53703
223	30033.61787
224	29950.93444
225	29881.78521
226	29823.62448
227	29763.93853
228	29694.24652
229	29621.83275
230	29565.59596
231	29522.40693
232	29467.42756
233	29412.25079
234	29348.88982
235	29294.47353
236	29245.69993
237	29187.15292
238	29139.32885
239	29089.59458
240	29025.15966
241	28964.63734
242	28904.64986
243	28849.79551
244	28791.64859
245	28734.61031
246	28693.70607
247	28645.90593
248	28575.58898
249	28524.67512
250	28471.81466
251	28414.74888
252	28374.43713
253	28332.29681
254	28282.65433
255	28240.52169
256	28197.14492
257	28143.92767
258	28084.48715
259	28044.24007
260	27996.95043
261	27946.04408
262	27881.01102
263	27841.84345
264	27783.75358
265	27741.21921
266	27679.17877
267	27635.42931
268	27584.00386
269	27545.45203
270	27491.88762
271	27456.40116
272	27412.55488
273	27376.47697
274	27317.90691
275	27275.58907
276	27221.12922
277	27179.67723
278	27120.90643
279	27084.32982
280	27046.62916
281	27000.53071
282	26953.69145
283	26918.23254
284	26882.16664
285	26831.34184
286	26798.05529
287	26738.00837
288	26703.74737
289	26671.83479
290	26616.04602
291	26583.10875
292	26549.28864
293	26505.84022
294	26474.55973
295	26443.24733
296	26405.67512
297	26371.43853
298	26323.27869
299	26284.12696
300	26254.98707
301	26216.45848
302	26180.34912
303	26137.45952
304	26101.29418
305	26068.89722
306	26033.50393
307	26002.42429
308	25963.26936
309	25923.23974
310	25887.5268
311	25846.26232
312	25814.77207
313	25787.26293
314	25749.26348
315	25723.00444
316	25685.57664
317	25658.51504
318	25615.94068
319	25577.84378
320	25528.47784
321	25499.4611
322	25472.51897
323	25437.85229
324	25411.36772
325	25368.6502
326	25339.37868
327	25311.29613
328	25273.74438
329	25227.29504
330	25184.85704
331	25152.76717
332	25117.36341
333	25093.41982
334	25052.60954
335	25032.82364
336	25007.01404
337	24989.72757
338	24957.83375
339	24936.48224
340	24894.40947
341	24867.21706
342	24834.63723
343	24809.41484
344	24770.29679
345	24749.23601
346	24725.4143
347	24701.37608
348	24680.44291
349	24640.99715
350	24601.47356
351	24583.88914
352	24552.61262
353	24516.1527
354	24480.41961
355	24450.0159
356	24425.32349
357	24395.20163
358	24376.69136
359	24359.31507
360	24331.98493
361	24313.36007
362	24271.46291
363	24247.80864
364	24216.91641
365	24193.1114
366	24172.0909
367	24159.08466
368	24139.62724
369	24112.83369
370	24077.19184
371	24057.77267
372	24031.20914
373	24009.97678
374	23981.93597
375	23967.81149
376	23934.15836
377	23907.57858
378	23887.92194
379	23856.63237
380	23838.5861
381	23814.08059
382	23801.98481
383	23781.77563
384	23760.31188
385	23733.46081
386	23717.09332
387	23700.38119
388	23669.37186
389	23647.47296
390	23624.00619
391	23608.76542
392	23588.90355
393	23554.48516
394	23536.14046
395	23519.3656
396	23501.23606
397	23478.44619
398	23456.30685
399	23436.00932
400	23421.3103
401	23393.23738
402	23362.19696
403	23349.54605
404	23335.80919
405	23318.91716
406	23284.35126
407	23261.89501
408	23247.34657
409	23231.15539
410	23207.64869
411	23182.47141
412	23155.74507
413	23124.57318
414	23110.40834
415	23089.84076
416	23064.52223
417	23043.34295
418	23020.89436
419	22984.57968
420	22966.99643
421	22954.69969
422	22925.39166
423	22899.57082
424	22888.44792
425	22869.38938
426	22846.01442
427	22823.23898
428	22813.06565
429	22788.54466
430	22771.0939
431	22749.83974
432	22744.72391
433	22720.78903
434	22704.89058
435	22681.0799
436	22663.90092
437	22642.55011
438	22617.2836
439	22600.83965
440	22575.76804
441	22552.00116
442	22532.19388
443	22514.24038
444	22494.78697
445	22479.08313
446	22458.65691
447	22435.22916
448	22415.09841
449	22397.09915
450	22379.91278
451	22357.80392
452	22343.6261
453	22328.62912
454	22301.49041
455	22289.27461
456	22274.20578
457	22255.83038
458	22235.56951
459	22215.45788
460	22196.7032
461	22179.68941
462	22163.66915
463	22138.06594
464	22125.71528
465	22109.37066
466	22089.65316
467	22055.26209
468	22041.44665
469	22033.05666
470	22018.68502
471	21992.83241
472	21980.54207
473	21959.76967
474	21944.71901
475	21933.30631
476	21918.63888
477	21903.37142
478	21891.16311
479	21870.47001
480	21853.74758
481	21843.07237
482	21823.46805
483	21812.69777
484	21784.93385
485	21765.93505
486	21757.1572
487	21742.40501
488	21723.01153
489	21704.45177
490	21688.82348
491	21670.83721
492	21663.27654
493	21650.42801
494	21642.49829
495	21637.01069
496	21618.864
497	21601.19976
498	21598.32152
499	21581.05854
500	21569.20785
501	21555.39221
502	21547.14836
503	21534.01897
504	21521.09327
505	21509.79387
506	21488.47241
507	21467.04195
508	21435.10006
509	21412.03558
510	21397.42409
511	21382.747
512	21371.0951
513	21354.42619
514	21346.69878
515	21334.21821
516	21324.63855
517	21317.80262
518	21312.31145
519	21306.68614
520	21297.21951
521	21279.22499
522	21265.71805
523	21257.86337
524	21245.28413
525	21232.47546
526	21227.40947
527	21212.72054
528	21198.34541
529	21183.60031
530	21171.73811
531	21162.33307
532	21145.85728
533	21135.76644
534	21129.53329
535	21115.83388
536	21102.41699
537	21090.1058
538	21079.84666
539	21066.56986
540	21043.37022
541	21023.34793
542	21010.97759
543	20998.00569
544	20983.79044
545	20970.01615
546	20949.82091
547	20935.92671
548	20924.34993
549	20915.01607
550	20903.59091
551	20890.851
552	20881.88695
553	20874.93184
554	20862.99203
555	20856.04999
556	20845.77363
557	20836.42073
558	20830.40078
559	20823.14608
560	20808.94944
561	20803.50413
562	20794.88558
563	20779.22773
564	20764.26715
565	20754.7045
566	20747.13883
567	20739.50006
568	20723.10724
569	20714.99156
570	20696.93435
571	20682.26584
572	20669.72612
573	20654.9731
574	20642.51791
575	20634.74905
576	20627.2471
577	20606.53731
578	20599.10789
579	20586.75955
580	20577.68375
581	20571.3546
582	20565.20358
583	20555.45879
584	20544.82453
585	20535.21762
586	20527.44204
587	20523.99658
588	20515.09979
589	20507.39866
590	20497.41725
591	20488.96023
592	20476.65069
593	20467.87257
594	20457.30907
595	20449.34253
596	20433.44187
597	20430.2541
598	20422.85287
599	20412.4299
600	20403.80566
601	20392.28559
602	20388.32083
603	20370.91496
604	20359.72794
605	20347.94466
606	20337.14671
607	20330.73717
608	20323.24447
609	20315.59546
610	20312.15274
611	20295.32628
612	20281.76277
613	20270.46011
614	20263.34276
615	20255.46946
616	20247.34037
617	20238.90749
618	20231.05908
619	20219.53271
620	20210.64515
621	20206.45259
622	20202.40692
623	20194.77437
624	20190.46847
625	20180.23021
626	20177.08253
627	20168.59134
628	20161.78201
629	20159.57667
630	20151.14382
631	20140.97471
632	20128.43898
633	20117.14501
634	20105.49864
635	20094.07896
636	20080.53152
637	20076.93223
638	20066.20655
639	20056.93213
640	20054.85403
641	20039.68306
642	20035.36176
643	20024.19238
644	20015.52195
645	20009.14286
646	20003.63915
647	19997.76805
648	19982.11458
649	19971.45709
650	19965.2213
651	19956.94362
652	19954.35909
653	19951.5335
654	19945.25097
655	19936.54959
656	19930.41662
657	19923.81314
658	19922.61002
659	19914.30448
660	19902.14472
661	19887.4001
662	19879.02904
663	19868.28351
664	19866.84769
665	19859.63882
666	19847.75767
667	19842.04518
668	19834.70169
669	19829.8977
670	19821.70957
671	19810.31324
672	19808.21153
673	19802.43323
674	19796.71106
675	19787.63359
676	19783.11314
677	19777.08806
678	19767.81424
679	19758.54061
680	19751.76604
681	19746.77822
682	19743.57961
683	19735.78668
684	19731.4136
685	19727.2159
686	19720.72193
687	19719.09554
688	19717.1207
689	19713.51312
690	19705.15476
691	19693.18953
692	19687.91327
693	19678.60427
694	19675.83375
695	19665.14495
696	19662.44902
697	19652.70084
698	19641.15274
699	19632.59209
700	19623.20538
701	19619.84135
702	19606.83393
703	19602.67252
704	19597.72118
705	19591.46038
706	19584.61541
707	19577.26477
708	19574.80554
709	19565.2133
710	19554.7395
711	19547.30989
712	19542.14584
713	19534.3725
714	19532.67315
715	19530.73002
716	19524.05459
717	19518.71306
718	19511.38246
719	19506.9073
720	19499.98892
721	19494.71102
722	19492.69618
723	19483.38491
724	19473.31083
725	19468.30699
726	19457.157
727	19443.05496
728	19435.08725
729	19431.32798
730	19425.82115
731	19424.15043
732	19415.72298
733	19409.06234
734	19406.35743
735	19403.58621
736	19395.29274
737	19392.92559
738	19391.75435
739	19385.95321
740	19371.49637
741	19367.75663
742	19365.00016
743	19357.71338
744	19351.90669
745	19344.96304
746	19339.9022
747	19323.25704
748	19321.3097
749	19314.69436
750	19314.13601
751	19307.48566
752	19297.99663
753	19293.84074
754	19278.85789
755	19269.74496
756	19259.15592
757	19252.79317
758	19248.9639
759	19235.04411
760	19230.78066
761	19227.14837
762	19221.65602
763	19217.72128
764	19212.27823
765	19205.76147
766	19199.56222
767	19194.89803
768	19191.09755
769	19187.78527
770	19185.73293
771	19178.80693
772	19174.01185
773	19168.22269
774	19164.52818
775	19160.75741
776	19158.57097
777	19150.765
778	19149.00464
779	19143.04964
780	19140.32414
781	19130.2753
782	19127.8906
783	19123.50702
784	19114.6805
785	19107.1432
786	19100.66989
787	19097.33604
788	19091.26441
789	19089.07001
790	19082.61527
791	19076.63248
792	19074.05575
793	19073.17205
794	19069.20785
795	19062.55035
796	19055.98592
797	19047.57704
798	19044.94159
799	19040.65266
800	19038.2644
801	19035.72433
802	19033.6892
803	19029.16245
804	19027.28586
805	19019.87087
806	19010.17513
807	19008.16324
808	19003.05995
809	19002.19303
810	18997.42662
811	18992.77364
812	18983.88101
813	18982.20509
814	18976.72405
815	18974.74883
816	18964.65605
817	18959.81332
818	18953.909
819	18952.67746
820	18946.07556
821	18938.90965
822	18933.89142
823	18925.37552
824	18919.8015
825	18918.60097
826	18914.41273
827	18913.88706
828	18907.15113
829	18906.26497
830	18903.99033
831	18901.27489
832	18898.5923
833	18890.77989
834	18884.69235
835	18882.63441
836	18877.83425
837	18876.84506
838	18875.09602
839	18873.53767
840	18865.87132
841	18850.90312
842	18843.45268
843	18842.27944
844	18841.27766
845	18840.5254
846	18838.47633
847	18837.63282
848	18827.51242
849	18820.68058
850	18817.26433
851	18811.2747
852	18808.24397
853	18806.4068
854	18801.89097
855	18800.66441
856	18792.15024
857	18789.87313
858	18788.99398
859	18787.56707
860	18781.59904
861	18778.9645
862	18775.61597
863	18764.80909
864	18760.95499
865	18759.81488
866	18758.79075
867	18755.92864
868	18754.43878
869	18746.86679
870	18744.70212
871	18734.92446
872	18732.75122
873	18727.54532
874	18720.3539
875	18717.55306
876	18714.93709
877	18713.53152
878	18710.0897
879	18704.67292
880	18695.73388
881	18692.04445
882	18683.48739
883	18682.13471
884	18679.22601
885	18671.9036
886	18668.48596
887	18666.49015
888	18665.10378
889	18662.7336
890	18656.90007
891	18653.72094
892	18650.86797
893	18648.99664
894	18638.97371
895	18636.90068
896	18632.76596
897	18629.20803
898	18622.61739
899	18618.14318
900	18613.26336
901	18611.94537
902	18610.33364
903	18609.41707
904	18608.38406
905	18606.65139
906	18602.76332
907	18598.12383
908	18596.74443
909	18593.34497
910	18591.192
911	18587.49268
912	18583.84214
913	18582.3705
914	18581.45556
915	18579.77173
916	18576.16196
917	18575.35365
918	18574.33748
919	18571.88744
920	18570.19065
921	18565.64396
922	18564.18417
923	18560.38635
924	18555.92677
925	18547.67296
926	18547.38496
927	18541.31723
928	18537.28469
929	18536.41173
930	18533.38933
931	18531.65087
932	18528.61982
933	18526.32849
934	18519.71518
935	18518.58991
936	18512.54487
937	18510.69835
938	18509.33608
939	18505.57674
940	18502.46743
941	18498.98938
942	18496.77143
943	18495.57377
944	18488.37892
945	18483.66944
946	18479.3717
947	18475.50179
948	18471.71065
949	18469.47302
950	18468.64546
951	18464.05493
952	18463.25812
953	18461.19454
954	18457.28494
955	18454.14317
956	18450.68277
957	18447.5271
958	18446.30313
959	18442.22791
960	18441.1046
961	18440.31593
962	18439.40977
963	18435.64469
964	18430.41393
965	18429.24241
966	18420.62724
967	18419.88826
968	18418.66306
969	18416.42752
970	18413.06303
971	18411.85505
972	18408.63725
973	18407.44178
974	18406.69984
975	18406.03102
976	18403.54638
977	18402.39693
978	18400.45764
979	18398.75297
980	18396.84257
981	18395.70429
982	18395.38159
983	18393.44705
984	18393.20666
985	18391.37258
986	18387.51954
987	18383.87385
988	18382.59559
989	18381.39782
990	18377.46453
991	18376.38245
992	18375.71681
993	18375.03648
994	18373.81807
995	18369.11709
996	18366.83885
997	18358.0862
998	18354.63826
999	18353.51937
1000	18352.40164
1001	18347.17468
1002	18345.34516
1003	18343.18878
1004	18338.36796
1005	18331.91702
1006	18330.9853
1007	18328.23639
1008	18324.51828
1009	18323.72827
1010	18319.6264
1011	18316.04807
1012	18311.39109
1013	18307.79154
1014	18307.26132
1015	18305.98997
1016	18304.35804
1017	18299.90904
1018	18295.97111
1019	18294.94862
1020	18293.93282
1021	18293.19915
1022	18291.8078
1023	18290.28075
1024	18289.2788
1025	18287.09862
1026	18283.64466
1027	18281.67191
1028	18278.22736
1029	18274.03728
1030	18267.41127
1031	18264.45557
1032	18260.0921
1033	18258.42411
1034	18256.92193
1035	18256.11793
1036	18252.75893
1037	18249.95458
1038	18247.84842
1039	18246.50036
1040	18243.92817
1041	18243.07131
1042	18233.25607
1043	18230.47457
1044	18227.27954
1045	18225.73785
1046	18224.17879
1047	18223.28898
1048	18218.4389
1049	18217.47612
1050	18216.53916
1051	18215.34588
1052	18214.3971
1053	18213.15439
1054	18211.03041
1055	18210.59783
1056	18210.0352
1057	18209.50645
1058	18203.27431
1059	18197.41559
1060	18188.63817
1061	18188.19888
1062	18184.60333
1063	18183.11356
1064	18181.93536
1065	18180.37686
1066	18178.31079
1067	18175.54312
1068	18175.07943
1069	18173.99209
1070	18172.7355
1071	18170.64015
1072	18169.26412
1073	18168.71812
1074	18163.76513
1075	18160.66465
1076	18159.61971
1077	18159.06724
1078	18157.92456
1079	18156.26449
1080	18155.63096
1081	18154.64198
1082	18153.84766
1083	18149.6029
1084	18148.93142
1085	18147.48077
1086	18147.08748
1087	18137.87427
1088	18137.17822
1089	18135.74705
1090	18134.91478
1091	18132.79774
1092	18132.39485
1093	18131.02582
1094	18125.35921
1095	18120.17141
1096	18119.10246
1097	18117.59615
1098	18116.7488
1099	18115.76823
1100	18114.61972
1101	18113.96305
1102	18112.45446
1103	18110.9916
1104	18109.58997
1105	18109.10228
1106	18108.25205
1107	18105.26231
1108	18104.42554
1109	18103.28375
1110	18100.10781
1111	18099.60499
1112	18098.98063
1113	18095.88704
1114	18095.07464
1115	18094.66285
1116	18094.01227
1117	18093.54401
1118	18088.36694
1119	18087.76949
1120	18086.91764
1121	18086.55778
1122	18083.20949
1123	18080.44898
1124	18079.29078
1125	18078.84759
1126	18077.50927
1127	18073.58435
1128	18067.25626
1129	18066.4463
1130	18065.79346
1131	18064.55543
1132	18055.75195
1133	18055.12919
1134	18044.94866
1135	18044.18994
1136	18043.30494
1137	18042.8024
1138	18040.22979
1139	18035.26141
1140	18031.7505
1141	18031.40759
1142	18030.90659
1143	18027.92518
1144	18023.16885
1145	18022.55367
1146	18013.87046
1147	18009.74163
1148	18006.20019
1149	18004.91069
1150	18004.03809
1151	18000.84714
1152	17999.42321
1153	17997.29085
1154	17996.56754
1155	17992.97673
1156	17992.59441
1157	17990.4943
1158	17989.98904
1159	17989.27666
1160	17988.01964
1161	17987.4332
1162	17985.65382
1163	17984.94876
1164	17984.35287
1165	17983.78004
1166	17983.05057
1167	17981.73569
1168	17978.63441
1169	17975.33281
1170	17973.41113
1171	17971.8308
1172	17971.33875
1173	17967.96586
1174	17967.64921
1175	17962.11536
1176	17961.43312
1177	17960.37284
1178	17959.0563
1179	17956.67792
1180	17955.99797
1181	17954.77549
1182	17954.19423
1183	17953.7342
1184	17953.05163
1185	17950.35988
1186	17949.087
1187	17948.38675
1188	17947.79777
1189	17947.36634
1190	17945.03519
1191	17941.01249
1192	17940.35697
1193	17939.08651
1194	17938.658
1195	17936.03228
1196	17934.4424
1197	17931.77288
1198	17931.16333
1199	17930.66329
1200	17930.20578
1201	17928.92083
1202	17928.34686
1203	17927.12375
1204	17924.72611
1205	17924.19646
1206	17923.49023
1207	17923.06698
1208	17922.84596
1209	17922.42708
1210	17913.22988
1211	17912.78696
1212	17910.69567
1213	17908.64548
1214	17907.42353
1215	17906.22782
1216	17905.68634
1217	17903.86749
1218	17903.06393
1219	17902.50042
1220	17901.0367
1221	17900.23364
1222	17886.66645
1223	17885.93678
1224	17876.1866
1225	17875.60277
1226	17873.77396
1227	17873.18692
1228	17872.72669
1229	17872.26331
1230	17859.01356
1231	17858.5825
1232	17857.40677
1233	17851.72685
1234	17851.25035
1235	17848.46403
1236	17847.90947
1237	17847.23921
1238	17846.65318
1239	17845.56973
1240	17845.37291
1241	17840.23704
1242	17838.71097
1243	17836.33542
1244	17835.67164
1245	17834.57997
1246	17833.68268
1247	17831.67902
1248	17831.26618
1249	17831.12521
1250	17830.28061
1251	17829.20812
1252	17828.61709
1253	17827.50737
1254	17826.42339
1255	17825.33556
1256	17824.83569
1257	17823.95931
1258	17823.55511
1259	17823.30704
1260	17822.75296
1261	17820.74808
1262	17820.46596
1263	17820.28082
1264	17819.24678
1265	17817.14892
1266	17816.60788
1267	17816.23311
1268	17815.76637
1269	17815.39599
1270	17814.09016
1271	17813.69644
1272	17812.67524
1273	17803.52472
1274	17802.77336
1275	17801.88014
1276	17801.0083
1277	17799.88047
1278	17792.32104
1279	17791.96089
1280	17790.95296
1281	17788.54706
1282	17787.77867
1283	17785.69665
1284	17785.61462
1285	17785.21649
1286	17783.83903
1287	17783.23955
1288	17782.78267
1289	17782.40971
1290	17779.44786
1291	17775.281
1292	17773.93055
1293	17773.58077
1294	17773.22088
1295	17772.90391
1296	17771.61075
1297	17761.94754
1298	17760.01603
1299	17758.23282
1300	17757.76329
1301	17757.42331
1302	17755.0729
1303	17751.61404
1304	17751.27457
1305	17749.26161
1306	17748.58067
1307	17746.34228
1308	17744.11121
1309	17743.45473
1310	17743.12459
1311	17736.49068
1312	17733.7515
1313	17733.3541
1314	17732.16817
1315	17731.93148
1316	17729.62137
1317	17729.24413
1318	17727.46225
1319	17727.18562
1320	17726.7235
1321	17726.38481
1322	17726.04865
1323	17725.88722
1324	17721.99778
1325	17714.39371
1326	17712.85426
1327	17711.91025
1328	17711.64795
1329	17700.93767
1330	17700.64161
1331	17699.70646
1332	17698.10422
1333	17697.78972
1334	17696.00721
1335	17693.76408
1336	17691.92218
1337	17691.3678
1338	17690.92441
1339	17690.00777
1340	17689.69693
1341	17689.38862
1342	17689.07333
1343	17688.43956
1344	17686.57236
1345	17684.68973
1346	17684.16304
1347	17682.02566
1348	17681.26216
1349	17680.3609
1350	17680.13049
1351	17679.23742
1352	17678.61218
1353	17677.12675
1354	17676.97947
1355	17676.67855
1356	17675.7961
1357	17675.74531
1358	17675.60627
1359	17675.30788
1360	17673.2634
1361	17672.51286
1362	17670.48775
1363	17670.35058
1364	17669.71232
1365	17668.03369
1366	17667.57256
1367	17662.97714
1368	17661.52979
1369	17660.89439
1370	17660.60464
1371	17659.6267
1372	17659.14565
1373	17658.62201
1374	17658.31316
1375	17655.86757
1376	17655.36863
1377	17654.03634
1378	17653.79924
1379	17653.07075
1380	17652.86288
1381	17652.57999
1382	17650.05731
1383	17649.85894
1384	17649.02093
1385	17648.21594
1386	17647.36258
1387	17647.27292
1388	17644.25849
1389	17639.64364
1390	17639.21231
1391	17638.80641
1392	17637.4487
1393	17636.93714
1394	17636.633
1395	17635.2503
1396	17630.74257
1397	17629.65158
1398	17629.38805
1399	17628.60253
1400	17628.03788
1401	17627.54451
1402	17627.16445
1403	17626.88879
1404	17626.61567
1405	17625.79438
1406	17624.96923
1407	17624.65533
1408	17623.02526
1409	17622.71196
1410	17622.43814
1411	17621.61984
1412	17620.0812
1413	17619.27043
1414	17617.68126
1415	17617.42074
1416	17615.71992
1417	17615.3377
1418	17615.01725
1419	17614.47128
1420	17614.02022
1421	17612.31653
1422	17612.24516
1423	17611.77111
1424	17609.85563
1425	17608.17575
1426	17606.33382
1427	17606.16492
1428	17604.64341
1429	17604.24373
1430	17603.452
1431	17603.09181
1432	17602.94646
1433	17595.69402
1434	17595.31901
1435	17593.45277
1436	17593.17275
1437	17592.93738
1438	17592.31992
1439	17592.11452
1440	17591.80833
1441	17591.03006
1442	17590.73023
1443	17590.47122
1444	17590.02337
1445	17589.83071
1446	17588.70783
1447	17587.40622
1448	17585.76249
1449	17585.52893
1450	17585.23667
1451	17581.59823
1452	17581.43802
1453	17581.2376
1454	17579.44519
1455	17577.67495
1456	17577.3353
1457	17575.81386
1458	17575.67722
1459	17575.41224
1460	17574.58728
1461	17574.42701
1462	17573.92639
1463	17567.08933
1464	17565.53697
1465	17564.03686
1466	17562.45931
1467	17554.55728
1468	17554.21719
1469	17554.15071
1470	17554.0919
1471	17553.00381
1472	17552.56907
1473	17551.37604
1474	17551.08256
1475	17550.59599
1476	17550.44125
1477	17549.38108
1478	17547.22409
1479	17547.07124
1480	17546.90496
1481	17546.78217
1482	17546.3946
1483	17545.29581
1484	17545.12823
1485	17544.90949
1486	17544.17072
1487	17543.92766
1488	17543.71273
1489	17543.47158
1490	17543.2042
1491	17542.95345
1492	17542.4596
1493	17542.23443
1494	17542.04827
1495	17541.59215
1496	17541.28891
1497	17540.56407
1498	17540.40477
1499	17540.27361
1500	17539.55512
1501	17536.21246
1502	17536.10175
1503	17535.39077
1504	17535.19046
1505	17534.48713
1506	17531.77719
1507	17526.13453
1508	17526.04745
1509	17525.56082
1510	17525.35719
1511	17525.02614
1512	17524.72966
1513	17523.33237
1514	17521.62242
1515	17521.30923
1516	17521.27017
1517	17521.03831
1518	17515.13463
1519	17514.93601
1520	17514.39333
1521	17512.45246
1522	17512.175
1523	17510.5556
1524	17510.11853
1525	17508.97003
1526	17508.8912
1527	17508.64956
1528	17508.53676
1529	17508.0945
1530	17507.85479
1531	17507.71762
1532	17506.78306
1533	17506.07986
1534	17505.96256
1535	17505.6805
1536	17505.45229
1537	17505.31638
1538	17505.14394
1539	17504.46888
1540	17504.41375
1541	17502.84172
1542	17501.3683
1543	17501.19838
1544	17500.64629
1545	17500.49625
1546	17500.24103
1547	17499.48307
1548	17499.37341
1549	17498.73405
1550	17498.28705
1551	17498.15238
1552	17497.89136
1553	17497.72333
1554	17497.55017
1555	17496.63687
1556	17496.34248
1557	17496.17251
1558	17495.90376
1559	17495.703
1560	17495.51379
1561	17494.51892
1562	17494.43553
1563	17493.17438
1564	17490.87124
1565	17489.53155
1566	17489.42632
1567	17489.29928
1568	17487.14707
1569	17486.91861
1570	17485.61136
1571	17474.37082
1572	17474.15632
1573	17472.9361
1574	17472.50322
1575	17472.16731
1576	17471.98812
1577	17470.77673
1578	17470.72792
1579	17470.50439
1580	17470.10228
1581	17468.53488
1582	17466.25804
1583	17466.15652
1584	17465.91494
1585	17465.82756
1586	17465.52687
1587	17465.44077
1588	17465.27114
1589	17464.6241
1590	17464.39086
1591	17462.48621
1592	17462.4213
1593	17458.51816
1594	17458.33046
1595	17458.29704
1596	17457.65682
1597	17457.57325
1598	17457.50897
1599	17457.25698
1600	17456.62315
1601	17456.56015
1602	17456.3358
1603	17456.14744
1604	17455.96229
1605	17455.76172
1606	17455.29112
1607	17455.20755
1608	17454.97996
1609	17454.78259
1610	17454.55178
1611	17454.35633
1612	17454.18981
1613	17453.96028
1614	17453.84455
1615	17453.22216
1616	17451.54779
1617	17451.39539
1618	17450.77999
1619	17450.59028
1620	17450.54334
1621	17450.17164
1622	17450.03402
1623	17449.84881
1624	17449.53884
1625	17448.43137
1626	17447.15725
1627	17447.02668
1628	17446.9495
1629	17446.76104
1630	17446.68192
1631	17446.5938
1632	17446.54556
1633	17446.32558
1634	17446.16349
1635	17445.98595
1636	17445.80842
1637	17445.60322
1638	17445.5196
1639	17445.46428
1640	17445.30925
1641	17445.12914
1642	17444.94902
1643	17444.77148
1644	17444.73352
1645	17444.62738
1646	17444.57592
1647	17443.3073
1648	17443.25584
1649	17443.12717
1650	17443.02037
1651	17442.72958
1652	17442.4169
1653	17442.35192
1654	17442.29724
1655	17441.8533
1656	17441.79862
1657	17441.62619
1658	17441.55219
1659	17441.38234
1660	17440.19456
1661	17440.0588
1662	17439.98995
1663	17439.93718
1664	17439.85482
1665	17439.68623
