iter	RMSE
1666	17439.51764
1667	17439.36964
1668	17439.14635
1669	17439.09358
1670	17438.92949
1671	17438.84841
1672	17428.70775
1673	17428.65688
1674	17428.5867
1675	17427.02844
1676	17426.15137
1677	17425.79461
1678	17425.75082
1679	17425.16156
1680	17425.0991
1681	17425.00636
1682	17424.93745
1683	17423.49673
1684	17423.44649
1685	17423.28612
1686	17423.21849
1687	17423.15086
1688	17422.72705
1689	17422.5467
1690	17422.38761
1691	17422.22207
1692	17422.02884
1693	17420.61106
1694	17420.07253
1695	17419.91663
1696	17419.77942
1697	17419.62352
1698	17414.14622
1699	17413.91294
1700	17413.80338
1701	17413.73056
1702	17413.59008
1703	17413.2801
1704	17413.17312
1705	17413.06486
1706	17412.7336
1707	17411.34279
1708	17410.96639
1709	17410.8884
1710	17403.64168
1711	17403.42051
1712	17403.3786
1713	17403.26189
1714	17402.92529
1715	17402.72603
1716	17402.16308
1717	17402.12633
1718	17402.04959
1719	17401.18094
1720	17399.92206
1721	17399.89626
1722	17399.85627
1723	17399.65892
1724	17398.45024
1725	17398.34769
1726	17396.89315
1727	17396.76414
1728	17393.38307
1729	17393.32306
1730	17393.12822
1731	17391.06348
1732	17390.96411
1733	17390.91894
1734	17390.77698
1735	17390.62856
1736	17390.43756
1737	17390.39819
1738	17390.36915
1739	17390.25816
1740	17390.06909
1741	17388.71712
1742	17388.59321
1743	17388.48608
1744	17388.34281
1745	17388.25956
1746	17388.22148
1747	17388.19631
1748	17388.15823
1749	17388.12016
1750	17387.96462
1751	17387.77875
1752	17387.65031
1753	17387.46186
1754	17387.41216
1755	17387.38183
1756	17387.34439
1757	17387.28695
1758	17386.97586
1759	17386.84678
1760	17386.79514
1761	17386.45306
1762	17386.29816
1763	17386.17939
1764	17385.86893
1765	17384.75031
1766	17384.63928
1767	17384.60313
1768	17384.42303
1769	17384.39851
1770	17376.00024
1771	17375.86978
1772	17375.73545
1773	17374.46762
1774	17374.37203
1775	17374.24867
1776	17372.38581
1777	17372.22367
1778	17372.04732
1779	17371.71722
1780	17371.63971
1781	17371.60418
1782	17371.01631
1783	17370.98078
1784	17370.82122
1785	17369.90836
1786	17369.73458
1787	17369.47873
1788	17369.44126
1789	17369.40637
1790	17369.37278
1791	17369.32561
1792	17369.303
1793	17369.22676
1794	17369.05426
1795	17365.10557
1796	17362.87722
1797	17362.75506
1798	17362.72339
1799	17362.69366
1800	17362.67104
1801	17362.64583
1802	17362.61093
1803	17362.57862
1804	17362.42414
1805	17362.39053
1806	17362.24769
1807	17362.20827
1808	17362.03957
1809	17362.00337
1810	17361.99497
1811	17361.84308
1812	17361.69377
1813	17361.6524
1814	17361.59875
1815	17361.47465
1816	17361.35637
1817	17359.9595
1818	17359.84573
1819	17359.7229
1820	17359.61689
1821	17359.52122
1822	17359.48049
1823	17359.36865
1824	17359.1243
1825	17359.09327
1826	17358.80753
1827	17358.76809
1828	17358.50498
1829	17358.4649
1830	17358.42158
1831	17358.38085
1832	17358.26837
1833	17358.19661
1834	17358.18368
1835	17358.14553
1836	17358.00654
1837	17357.98391
1838	17357.95223
1839	17357.92185
1840	17357.84814
1841	17357.81776
1842	17357.65613
1843	17357.08525
1844	17356.95918
1845	17356.64496
1846	17356.61457
1847	17356.58224
1848	17356.54927
1849	17356.33914
1850	17355.52316
1851	17355.45268
1852	17355.42358
1853	17355.39449
1854	17354.92311
1855	17354.87979
1856	17352.75618
1857	17352.68569
1858	17352.61326
1859	17352.5848
1860	17352.5557
1861	17352.51884
1862	17352.48974
1863	17352.41407
1864	17352.37786
1865	17352.3688
1866	17352.36492
1867	17352.33647
1868	17352.31707
1869	17351.06887
1870	17339.71846
1871	17339.69646
1872	17339.04279
1873	17339.02273
1874	17338.98713
1875	17338.96642
1876	17338.95283
1877	17338.93212
1878	17338.90494
1879	17337.76581
1880	17337.74639
1881	17337.72698
1882	17337.71856
1883	17337.69914
1884	17337.68102
1885	17337.65448
1886	17337.63636
1887	17336.80656
1888	17336.78649
1889	17336.76707
1890	17336.73406
1891	17336.71464
1892	17336.69652
1893	17335.98901
1894	17335.96959
1895	17335.96118
1896	17335.9437
1897	17335.90227
1898	17335.8835
1899	17335.85825
1900	17335.82847
1901	17335.78705
1902	17335.76504
1903	17335.74691
1904	17335.71908
1905	17335.70548
1906	17335.61745
1907	17335.59932
1908	17335.57278
1909	17335.5553
1910	17335.19344
1911	17335.10346
1912	17335.07238
1913	17335.04714
1914	17335.03419
1915	17335.00894
1916	17335.00117
1917	17334.12981
1918	17334.11233
1919	17334.02234
1920	17333.933
1921	17333.90581
1922	17333.89804
1923	17333.86891
1924	17333.85273
1925	17333.8346
1926	17333.81841
1927	17333.45069
1928	17333.43321
1929	17333.08489
1930	17333.07648
1931	17333.05964
1932	17333.04346
1933	17333.02663
1934	17332.99037
1935	17332.97354
1936	17332.46465
1937	17332.44846
1938	17332.39019
1939	17331.88582
1940	17331.86445
1941	17331.83143
1942	17331.82236
1943	17331.80423
1944	17331.78157
1945	17331.08293
1946	17331.06739
1947	17331.05056
1948	17331.01689
1949	17330.98904
1950	17330.95278
1951	17330.92559
1952	17330.88868
1953	17330.82134
1954	17330.80515
1955	17330.76436
1956	17330.70997
1957	17330.62449
1958	17330.58823
1959	17330.53578
1960	17330.5196
1961	17330.50147
1962	17330.46974
1963	17330.42311
1964	17330.37325
1965	17330.25281
1966	17330.23663
1967	17330.18159
1968	17330.16928
1969	17330.04949
1970	17330.03395
1971	17329.48806
1972	17329.46604
1973	17329.41812
1974	17329.40452
1975	17329.38898
1976	17329.36761
1977	17329.34624
1978	17329.33135
1979	17329.31581
1980	17329.28472
1981	17329.27113
1982	17329.15974
1983	17329.15262
1984	17329.13125
1985	17326.74542
1986	17326.73894
1987	17326.63402
1988	17326.58156
1989	17326.52003
1990	17326.43972
1991	17326.36394
1992	17326.33674
1993	17326.26225
1994	17326.24023
1995	17326.16769
1996	17326.15215
1997	17325.46429
1998	17325.42154
1999	17324.23878
2000	17324.13643
2001	17324.09173
2002	17317.50856
2003	17317.14437
2004	17317.12623
2005	17317.07374
2006	17317.02967
2007	17316.97848
2008	17316.89682
2009	17316.8709
2010	17316.84433
2011	17316.78666
2012	17316.77499
2013	17315.86188
2014	17315.84374
2015	17315.81911
2016	17315.74069
2017	17315.69403
2018	17315.63052
2019	17315.61497
2020	17315.54238
2021	17314.39135
2022	17314.37774
2023	17314.322
2024	17314.31616
2025	17314.24098
2026	17314.22737
2027	17314.20857
2028	17314.18913
2029	17314.17746
2030	17314.16191
2031	17314.08543
2032	17313.55265
2033	17313.18579
2034	17313.15727
2035	17312.68021
2036	17312.65169
2037	17312.64456
2038	17312.62511
2039	17312.61215
2040	17312.51362
2041	17312.48575
2042	17312.47214
2043	17312.45982
2044	17312.44297
2045	17312.41574
2046	17312.39176
2047	17311.66965
2048	17310.87555
2049	17310.77831
2050	17310.76211
2051	17310.68431
2052	17310.672
2053	17310.60134
2054	17310.58902
2055	17310.56698
2056	17309.65549
2057	17309.13554
2058	17309.07071
2059	17309.04542
2060	17308.68365
2061	17308.63762
2062	17306.15105
2063	17306.14456
2064	17306.0687
2065	17306.02525
2066	17305.99802
2067	17305.97986
2068	17305.9416
2069	17305.92928
2070	17305.9001
2071	17305.87416
2072	17305.83396
2073	17305.8171
2074	17305.74448
2075	17305.23154
2076	17305.21403
2077	17305.19653
2078	17305.18615
2079	17305.17513
2080	17305.15891
2081	17305.09147
2082	17304.823
2083	17304.81198
2084	17304.79706
2085	17304.72573
2086	17304.70952
2087	17304.63689
2088	17304.62067
2089	17304.55129
2090	17304.5033
2091	17304.48644
2092	17304.4151
2093	17304.40602
2094	17304.33598
2095	17304.29448
2096	17304.26595
2097	17303.38979
2098	17302.77302
2099	17302.7581
2100	17302.68611
2101	17302.6446
2102	17302.13612
2103	17302.12964
2104	17301.14116
2105	17301.07306
2106	17301.03219
2107	17301.00171
2108	17300.9323
2109	17300.92193
2110	17300.40626
2111	17300.34463
2112	17300.29793
2113	17300.25642
2114	17300.16301
2115	17300.14485
2116	17300.12409
2117	17295.16501
2118	17294.43375
2119	17294.28256
2120	17293.23524
2121	17291.35392
2122	17290.59393
2123	17290.55304
2124	17290.20776
2125	17290.16817
2126	17290.0799
2127	17289.62816
2128	17282.12606
2129	17274.35045
2130	17274.34785
2131	17273.85932
2132	17264.45637
2133	17263.96236
2134	17263.48394
2135	17263.26162
2136	17263.16217
2137	17262.68762
2138	17261.61888
2139	17261.58052
2140	17261.11114
2141	17251.0631
2142	17251.0078
2143	17250.97203
2144	17250.41583
2145	17249.94159
2146	17249.90841
2147	17249.44977
2148	17243.69324
2149	17243.66005
2150	17243.2481
2151	17243.23378
2152	17240.65512
2153	17232.38151
2154	17231.93412
2155	17231.48998
2156	17230.51243
2157	17230.07347
2158	17230.00768
2159	17229.98424
2160	17229.9406
2161	17229.9139
2162	17229.65858
2163	17229.2235
2164	17229.19028
2165	17228.39629
2166	17228.38001
2167	17228.05172
2168	17228.02892
2169	17227.99179
2170	17227.56057
2171	17226.96389
2172	17225.54765
2173	17225.49423
2174	17225.45123
2175	17224.83037
2176	17216.76295
2177	17216.74079
2178	17215.99185
2179	17215.55512
2180	17214.91239
2181	17212.59026
2182	17212.173
2183	17212.1078
2184	17212.06934
2185	17211.69379
2186	17211.67619
2187	17211.08938
2188	17210.26196
2189	17209.01259
2190	17208.38591
2191	17207.97246
2192	17207.32553
2193	17206.32966
2194	17205.4733
2195	17205.43286
2196	17204.88824
2197	17204.51906
2198	17204.07617
2199	17203.67501
2200	17203.31494
2201	17203.24514
2202	17203.20339
2203	17202.84592
2204	17202.17727
2205	17202.11269
2206	17201.5921
2207	17200.01066
2208	17199.9937
2209	17198.39189
2210	17197.92339
2211	17197.53645
2212	17196.85193
2213	17196.34097
2214	17195.99379
2215	17195.28898
2216	17195.24852
2217	17195.23155
2218	17187.02749
2219	17186.64748
2220	17179.95024
2221	17169.98019
2222	17169.14816
2223	17168.81025
2224	17168.21609
2225	17168.07817
2226	17167.83763
2227	17167.50491
2228	17167.08721
2229	17166.76232
2230	17166.74729
2231	17166.15568
2232	17165.88569
2233	17165.87
2234	17163.20517
2235	17155.12317
2236	17154.80394
2237	17153.12791
2238	17152.57574
2239	17152.29572
2240	17152.28002
2241	17152.01701
2242	17151.70165
2243	17151.38891
2244	17150.83537
2245	17148.38416
2246	17143.74841
2247	17143.03425
2248	17143.01854
2249	17142.48831
2250	17142.47587
2251	17141.82188
2252	17141.51419
2253	17139.14284
2254	17138.84951
2255	17138.54111
2256	17138.11877
2257	17137.81822
2258	17137.18436
2259	17136.81569
2260	17136.52101
2261	17134.58646
2262	17133.97212
2263	17133.44881
2264	17133.15473
2265	17132.85998
2266	17132.49711
2267	17132.21152
2268	17131.9279
2269	17131.90497
2270	17131.5506
2271	17131.2722
2272	17130.54442
2273	17130.26863
2274	17129.99218
2275	17128.33338
2276	17128.10079
2277	17127.42464
2278	17126.28389
2279	17125.98379
2280	17124.69812
2281	17124.1031
2282	17123.69023
2283	17123.41761
2284	17123.15088
2285	17122.88807
2286	17122.30609
2287	17120.98869
2288	17120.83007
2289	17109.26002
2290	17109.11113
2291	17108.84811
2292	17108.84417
2293	17108.58837
2294	17107.92062
2295	17107.42341
2296	17106.98522
2297	17106.80285
2298	17106.4801
2299	17106.22885
2300	17102.29166
2301	17102.04756
2302	17101.88483
2303	17101.76803
2304	17097.47736
2305	17097.15968
2306	17096.54794
2307	17096.38516
2308	17096.13901
2309	17095.8259
2310	17095.51607
2311	17093.24732
2312	17092.94007
2313	17092.63544
2314	17092.09248
2315	17091.79046
2316	17091.67293
2317	17091.29343
2318	17091.061
2319	17090.79901
2320	17090.16603
2321	17089.71164
2322	17089.55273
2323	17089.25592
2324	17089.09766
2325	17088.72073
2326	17088.28797
2327	17088.13101
2328	17087.67788
2329	17087.31142
2330	17086.8806
2331	17086.58571
2332	17086.37751
2333	17086.0859
2334	17085.79691
2335	17085.64454
2336	17085.35751
2337	17085.24782
2338	17084.96276
2339	17084.39393
2340	17080.77298
2341	17079.95829
2342	17079.67577
2343	17079.66132
2344	17079.38142
2345	17079.10283
2346	17078.61857
2347	17073.35788
2348	17073.08314
2349	17072.81036
2350	17072.74924
2351	17072.64275
2352	17072.4942
2353	17072.38772
2354	17065.34446
2355	17065.07419
2356	17064.92886
2357	17064.91374
2358	17064.43828
2359	17064.33306
2360	17064.06607
2361	17063.8668
2362	17063.25453
2363	17063.04999
2364	17062.88163
2365	17062.68103
2366	17062.40941
2367	17062.30746
2368	17062.04701
2369	17061.78853
2370	17061.64777
2371	17061.50899
2372	17061.40836
2373	17061.27155
2374	17061.01569
2375	17060.76113
2376	17060.50921
2377	17060.37371
2378	17060.23886
2379	17060.10467
2380	17059.85603
2381	17059.74683
2382	17056.71542
2383	17056.41935
2384	17056.17329
2385	17052.76745
2386	17052.52331
2387	17052.42789
2388	17052.18439
2389	17052.05409
2390	17051.92445
2391	17051.79612
2392	17045.60615
2393	17045.51398
2394	17045.27368
2395	17045.03733
2396	17044.94318
2397	17044.85167
2398	17044.75554
2399	17044.63111
2400	17038.41746
2401	17038.18233
2402	17037.85828
2403	17037.75092
2404	17037.5171
2405	17037.39524
2406	17037.05998
2407	17036.9928
2408	17036.76094
2409	17036.39075
2410	17036.16086
2411	17030.07723
2412	17029.98696
2413	17029.89998
2414	17029.78005
2415	17029.55205
2416	17029.32668
2417	17029.30361
2418	17029.13821
2419	17028.91547
2420	17028.69471
2421	17028.60838
2422	17028.52205
2423	17028.37311
2424	17028.15366
2425	17028.03635
2426	17027.923
2427	17027.80701
2428	17027.69168
2429	17027.61062
2430	17027.4966
2431	17027.27977
2432	17027.0636
2433	17026.85007
2434	17026.73736
2435	17026.65498
2436	17026.54425
2437	17026.43353
2438	17026.32478
2439	17026.17319
2440	17026.06575
2441	17024.30718
2442	17023.63217
2443	17023.41925
2444	17023.34476
2445	17023.13381
2446	17023.05075
2447	17022.8431
2448	17022.73696
2449	17022.52864
2450	17022.3223
2451	17022.11727
2452	17022.03618
2453	17021.83313
2454	17021.72237
2455	17021.61887
2456	17021.34131
2457	17021.13957
2458	17018.29118
2459	17018.18898
2460	17017.98852
2461	17017.89092
2462	17017.69178
2463	17017.61462
2464	17017.41679
2465	17017.22094
2466	17017.16357
2467	17017.06465
2468	17016.92287
2469	17016.7303
2470	17016.56742
2471	17016.46784
2472	17016.27659
2473	17016.22779
2474	17016.12886
2475	17016.11567
2476	17015.92574
2477	17015.83143
2478	17015.75757
2479	17015.68832
2480	17015.59269
2481	17015.45683
2482	17015.36384
2483	17014.28418
2484	17014.18986
2485	17014.0962
2486	17014.00254
2487	17013.93263
2488	17013.74531
2489	17013.55931
2490	17013.37594
2491	17013.30602
2492	17013.17476
2493	17012.99271
2494	17012.81264
2495	17012.68401
2496	17012.50657
2497	17007.6055
2498	17007.3772
2499	17007.33431
2500	17007.2736
2501	17007.0585
2502	17006.96876
2503	17006.83679
2504	17006.71406
2505	17006.64411
2506	17006.55437
2507	17006.49499
2508	17006.3221
2509	17006.15054
2510	17006.10764
2511	17006.05023
2512	17005.99085
2513	17005.8206
2514	17005.651
2515	17005.48273
2516	17005.4405
2517	17005.38242
2518	17005.33161
2519	17005.29004
2520	17005.22339
2521	17005.16531
2522	17005.131
2523	17004.96404
2524	17004.92313
2525	17004.86505
2526	17004.7687
2527	17004.71195
2528	17004.66245
2529	17004.59976
2530	17004.43478
2531	17004.31995
2532	17004.15496
2533	17004.12196
2534	17004.08896
2535	17004.05465
2536	17004.01505
2537	17001.30439
2538	17001.2562
2539	17001.09251
2540	17000.93211
2541	17000.77237
2542	17000.71626
2543	17000.55784
2544	17000.47401
2545	17000.42582
2546	17000.3717
2547	17000.32285
2548	17000.16574
2549	17000.11822
2550	16998.59066
2551	16995.52324
2552	16995.47702
2553	16995.32119
2554	16995.27431
2555	16995.24262
2556	16995.08745
2557	16994.70315
2558	16994.6424
2559	16994.03093
2560	16993.96621
2561	16993.91141
2562	16993.80509
2563	16993.74962
2564	16993.68887
2565	16993.53632
2566	16993.3851
2567	16993.34812
2568	16993.2451
2569	16993.09586
2570	16993.01925
2571	16992.87
2572	16992.81585
2573	16992.71481
2574	16992.66924
2575	16992.52263
2576	16992.47839
2577	16992.41895
2578	16992.38791
2579	16992.34366
2580	16992.19771
2581	16992.15347
2582	16992.00751
2583	16991.94939
2584	16991.90581
2585	16991.85231
2586	16991.82259
2587	16991.76976
2588	16991.73145
2589	16991.58748
2590	16991.44482
2591	16987.19234
2592	16987.05031
2593	16986.9096
2594	16986.866
2595	16986.72661
2596	16986.66913
2597	16986.62685
2598	16986.59778
2599	16986.42007
2600	16986.282
2601	16986.25293
2602	16986.21924
2603	16986.08248
2604	16986.0402
2605	16985.99726
2606	16985.95564
2607	16985.90014
2608	16985.85918
2609	16985.72308
2610	16985.68939
2611	16985.6372
2612	16985.48458
2613	16985.44362
2614	16985.29298
2615	16985.28572
2616	16985.25797
2617	16985.02276
2618	16984.93291
2619	16984.79812
2620	16984.66532
2621	16984.53384
2622	16984.44662
2623	16984.40962
2624	16984.26228
2625	16984.22066
2626	16984.13476
2627	16984.04887
2628	16984.02244
2629	16983.93787
2630	16983.85329
2631	16983.81365
2632	16983.78722
2633	16983.70396
2634	16983.57644
2635	16983.45089
2636	16983.41587
2637	16976.28745
2638	16976.26101
2639	16976.22135
2640	16976.09707
2641	16976.07129
2642	16975.94701
2643	16975.92189
2644	16975.7996
2645	16975.63764
2646	16975.61186
2647	16975.58674
2648	16975.4532
2649	16975.33157
2650	16975.21257
2651	16975.09226
2652	16975.01557
2653	16974.99177
2654	16974.87278
2655	16974.79741
2656	16974.71477
2657	16974.68965
2658	16974.68238
2659	16974.56669
2660	16974.451
2661	16974.42455
2662	16974.39943
2663	16974.36108
2664	16974.33728
2665	16974.0887
2666	16973.97433
2667	16973.93532
2668	16973.8626
2669	16973.8388
2670	16973.72508
2671	16973.66294
2672	16973.62393
2673	16973.58757
2674	16973.56377
2675	16973.45137
2676	16973.33898
2677	16973.3165
2678	16973.24576
2679	16973.17567
2680	16973.06526
2681	16973.02823
2682	16972.9198
2683	16972.85104
2684	16972.74261
2685	16972.66393
2686	16972.63947
2687	16972.61699
2688	16972.50921
2689	16972.40276
2690	16972.37962
2691	16972.35648
2692	16972.29102
2693	16972.26788
2694	16972.2454
2695	16972.13961
2696	16972.07481
2697	16972.05233
2698	16971.93993
2699	16971.91745
2700	16971.89497
2701	16971.86058
2702	16971.75677
2703	16971.65428
2704	16971.62784
2705	16971.60535
2706	16971.50353
2707	16971.46914
2708	16971.36798
2709	16971.26681
2710	16971.2311
2711	16971.19473
2712	16971.11671
2713	16971.01686
2714	16970.9957
2715	16970.89652
2716	16970.86081
2717	16970.83965
2718	16970.74046
2719	16970.64326
2720	16970.54539
2721	16970.51034
2722	16969.54488
2723	16969.52372
2724	16969.50189
2725	16969.40468
2726	16969.30945
2727	16969.21422
2728	16969.19108
2729	16969.13354
2730	16969.09916
2731	16969.07733
2732	16968.9821
2733	16968.92457
2734	16968.90473
2735	16968.84785
2736	16968.83463
2737	16968.74204
2738	16968.72154
2739	16968.70038
2740	16968.67194
2741	16968.58002
2742	16968.5238
2743	16968.5033
2744	16968.47023
2745	16968.43717
2746	16968.34524
2747	16968.29167
2748	16968.20107
2749	16968.16866
2750	16968.14684
2751	16968.12501
2752	16968.10583
2753	16968.05226
2754	16967.96232
2755	16967.90875
2756	16967.82079
2757	16967.73349
2758	16967.71298
2759	16967.6938
2760	16967.67396
2761	16967.65478
2762	16967.6356
2763	16967.60452
2764	16967.58534
2765	16967.49738
2766	16967.4782
2767	16967.44711
2768	16967.35981
2769	16967.27317
2770	16967.25399
2771	16967.14684
2772	16967.11774
2773	16967.05292
2774	16967.03308
2775	16967.01589
2776	16966.99604
2777	16966.91006
2778	16966.89088
2779	16966.84128
2780	16966.82276
2781	16966.79233
2782	16966.77315
2783	16966.75331
2784	16966.7037
2785	16966.67328
2786	16966.6541
2787	16966.62566
2788	16966.60714
2789	16966.55819
2790	16966.53967
2791	16966.5238
2792	16966.50528
2793	16966.48808
2794	16966.47089
2795	16966.38623
2796	16966.35778
2797	16966.34059
2798	16966.32405
2799	16966.30686
2800	16966.289
2801	16966.27246
2802	16966.2546
2803	16966.23807
2804	16966.22219
2805	16966.205
2806	16966.17722
2807	16966.16134
2808	16966.14547
2809	16963.82038
2810	16963.73769
2811	16963.69006
2812	16963.55974
2813	16963.54122
2814	16963.49293
2815	16963.45389
2816	16963.35334
2817	16963.32622
2818	16963.22037
2819	16963.20449
2820	16963.18862
2821	16963.11188
2822	16963.08475
2823	16963.00338
2824	16962.9756
2825	16962.89555
2826	16962.84924
2827	16962.76919
2828	16962.72421
2829	16962.70833
2830	16962.62894
2831	16962.60248
2832	16962.57535
2833	16962.49729
2834	16962.41525
2835	16962.38945
2836	16962.37357
2837	16962.26838
2838	16962.22406
2839	16962.19892
2840	16962.14004
2841	16962.11423
2842	16962.09968
2843	16962.06131
2844	16962.0183
2845	16961.9753
2846	16955.37
2847	16955.35544
2848	16955.34021
2849	16955.26344
2850	16955.23763
2851	16955.16151
2852	16955.08606
2853	16955.01061
2854	16954.99538
2855	16954.91993
2856	16954.8789
2857	16954.86301
2858	16954.84911
2859	16954.77498
2860	16954.76042
2861	16954.68695
2862	16954.67239
2863	16954.65783
2864	16954.61547
2865	16954.54266
2866	16954.5281
2867	16954.45529
2868	16954.44073
2869	16954.38911
2870	16954.37587
2871	16954.36131
2872	16954.28916
2873	16954.26533
2874	16954.25143
2875	16954.22628
2876	16954.20245
2877	16954.13229
2878	16954.11905
2879	16954.09324
2880	16954.02242
2881	16954.00852
2882	16953.99462
2883	16953.98072
2884	16953.90989
2885	16953.83907
2886	16953.82649
2887	16953.80928
2888	16953.79472
2889	16953.7047
2890	16953.69146
2891	16953.67822
2892	16953.63983
2893	16953.60276
2894	16953.55841
2895	16953.54518
2896	16953.52201
2897	16953.50877
2898	16953.49553
2899	16953.42669
2900	16953.41412
2901	16953.40088
2902	16953.38896
2903	16953.37374
2904	16953.3605
2905	16953.34792
2906	16953.32476
2907	16953.27643
2908	16953.20693
2909	16953.13875
2910	16953.07057
2911	16953.05866
2912	16953.04674
2913	16952.97856
2914	16952.90575
2915	16952.89317
2916	16952.85743
2917	16952.84551
2918	16952.77799
2919	16952.7118
2920	16952.70121
2921	16952.68797
2922	16952.62177
2923	16946.77833
2924	16946.76641
2925	16946.68562
2926	16946.68297
2927	16946.67105
2928	16946.63662
2929	16946.57238
2930	16946.54788
2931	16946.52603
2932	16946.51279
2933	16946.44855
2934	16946.432
2935	16946.36843
2936	16946.35651
2937	16946.32274
2938	16946.28433
2939	16946.27241
2940	16946.20884
2941	16946.1393
2942	16946.12805
2943	16946.08566
2944	16946.02275
2945	16945.96051
2946	16945.94925
2947	16945.89826
2948	16945.83733
2949	16945.82541
2950	16945.81416
2951	16945.75124
2952	16945.68966
2953	16945.67774
2954	16945.66582
2955	16945.63403
2956	16945.57443
2957	16943.04252
2958	16943.03126
2959	16943.02067
2960	16942.96039
2961	16942.94913
2962	16942.93854
2963	16942.92794
2964	16942.88886
2965	16942.82991
2966	16942.81932
2967	16942.79746
2968	16942.73719
2969	16942.71599
2970	16942.69612
2971	16942.63651
2972	16942.5769
2973	16937.09506
2974	16937.08446
2975	16936.8519
2976	16936.81745
2977	16936.75914
2978	16936.72005
2979	16936.70945
2980	16936.65114
2981	16936.64054
2982	16936.57362
2983	16936.51398
2984	16936.29135
2985	16936.28141
2986	16936.24563
2987	16936.18202
2988	16936.14691
2989	16936.13631
2990	16936.12703
2991	16936.08926
2992	16936.03294
2993	16936.023
2994	16936.01306
2995	16936.00246
2996	16935.99186
2997	16935.95343
2998	16935.94349
2999	16935.92295
