iter	MultiClass
6325	0.414855925
6326	0.4148453181
6327	0.4148385367
6328	0.4148314075
6329	0.4148258867
6330	0.4148222786
6331	0.4148124542
6332	0.4148014561
6333	0.4147935009
6334	0.4147834157
6335	0.4147754605
6336	0.4147682009
6337	0.4147573332
6338	0.4147512472
6339	0.4147436833
6340	0.4147396405
6341	0.4147352065
6342	0.4147269036
6343	0.4147214262
6344	0.4147089936
6345	0.4147034293
6346	0.4146956915
6347	0.4146901272
6348	0.4146778685
6349	0.4146723477
6350	0.4146637839
6351	0.4146573068
6352	0.4146470911
6353	0.4146375275
6354	0.4146333109
6355	0.4146262251
6356	0.4146196175
6357	0.4146131404
6358	0.4146043593
6359	0.4145974909
6360	0.4145900574
6361	0.4145831455
6362	0.4145775378
6363	0.414568974
6364	0.4145600625
6365	0.4145516726
6366	0.4145456302
6367	0.4145359796
6368	0.41452872
6369	0.4145225906
6370	0.4145174176
6371	0.4145083322
6372	0.4145017246
6373	0.4144998554
6374	0.4144908569
6375	0.4144784677
6376	0.4144735555
6377	0.414468426
6378	0.4144598187
6379	0.4144524722
6380	0.4144466471
6381	0.4144391701
6382	0.4144272591
6383	0.4144213905
6384	0.4144037413
6385	0.414397612
6386	0.4143935692
6387	0.4143867442
6388	0.4143769633
6389	0.4143644872
6390	0.4143595315
6391	0.4143515329
6392	0.4143454904
6393	0.4143387959
6394	0.4143315797
6395	0.4143254938
6396	0.4143159737
6397	0.4143044539
6398	0.4142935862
6399	0.4142895434
6400	0.4142783714
6401	0.4142721986
6402	0.4142638087
6403	0.4142594616
6404	0.414251376
6405	0.414244725
6406	0.4142407257
6407	0.4142324228
6408	0.4142295102
6409	0.4142225549
6410	0.414214165
6411	0.4142063403
6412	0.4141954725
6413	0.4141833442
6414	0.4141722156
6415	0.4141626086
6416	0.4141564792
6417	0.4141476112
6418	0.4141353958
6419	0.4141283101
6420	0.4141241369
6421	0.4141109218
6422	0.4141060965
6423	0.4140990542
6424	0.4140854044
6425	0.4140668858
6426	0.4140597566
6427	0.4140548009
6428	0.4140446722
6429	0.4140395861
6430	0.4140303703
6431	0.4140257189
6432	0.4140148947
6433	0.4140088957
6434	0.4140026794
6435	0.413998767
6436	0.4139936374
6437	0.4139881601
6438	0.4139792921
6439	0.4139658596
6440	0.4139591216
6441	0.4139549049
6442	0.4139424723
6443	0.4139346475
6444	0.4139217801
6445	0.4139156942
6446	0.4139093909
6447	0.4139001751
6448	0.4138900899
6449	0.4138774399
6450	0.4138727016
6451	0.4138672677
6452	0.4138640943
6453	0.4138548785
6454	0.4138388378
6455	0.4138307522
6456	0.4138232317
6457	0.4138107991
6458	0.4137995836
6459	0.4137874987
6460	0.41377737
6461	0.4137736315
6462	0.4137715884
6463	0.4137660241
6464	0.4137589818
6465	0.4137528524
6466	0.4137482445
6467	0.4137387244
6468	0.4137338557
6469	0.4137233792
6470	0.4137171194
6471	0.4137047302
6472	0.413699905
6473	0.4136940799
6474	0.4136871245
6475	0.4136719967
6476	0.4136661716
6477	0.4136629982
6478	0.4136583034
6479	0.4136522609
6480	0.4136447839
6481	0.413635003
6482	0.4136316557
6483	0.4136250482
6484	0.4136212227
6485	0.4136147456
6486	0.4136040952
6487	0.4135938361
6488	0.4135851854
6489	0.4135792734
6490	0.413573883
6491	0.4135682753
6492	0.4135635804
6493	0.4135590594
6494	0.4135553644
6495	0.4135494089
6496	0.4135408452
6497	0.4135338464
6498	0.4135288472
6499	0.4135228917
6500	0.4135124587
6501	0.4135074596
6502	0.4134990697
6503	0.4134937228
6504	0.4134875064
6505	0.4134810293
6506	0.413468727
6507	0.4134624672
6508	0.4134585114
6509	0.4134532514
6510	0.4134467308
6511	0.4134440356
6512	0.4134317768
6513	0.4134222567
6514	0.4134109108
6515	0.4134077809
6516	0.4133936094
6517	0.4133884364
6518	0.4133736563
6519	0.4133690919
6520	0.4133588762
6521	0.413349443
6522	0.4133409228
6523	0.4133370539
6524	0.4133260123
6525	0.4133220129
6526	0.4133195351
6527	0.4133178832
6528	0.4133084935
6529	0.4133014947
6530	0.4132970172
6531	0.4132870189
6532	0.4132815416
6533	0.413267544
6534	0.4132625014
6535	0.4132576326
6536	0.413248156
6537	0.4132390271
6538	0.4132350713
6539	0.4132268987
6540	0.4132148573
6541	0.413204207
6542	0.4131969473
6543	0.4131908614
6544	0.4131864274
6545	0.4131778202
6546	0.4131711691
6547	0.4131641703
6548	0.4131573889
6549	0.4131499554
6550	0.4131421741
6551	0.41312509
6552	0.4131203082
6553	0.4131118749
6554	0.4131082668
6555	0.4131036589
6556	0.4130950517
6557	0.413086401
6558	0.413080402
6559	0.4130704472
6560	0.4130546238
6561	0.4130496681
6562	0.4130427563
6563	0.4130306279
6564	0.4130160217
6565	0.4130034152
6566	0.4129949818
6567	0.4129839402
6568	0.4129789845
6569	0.412975333
6570	0.41297229
6571	0.4129665519
6572	0.4129622917
6573	0.4129571187
6574	0.4129434689
6575	0.4129329489
6576	0.4129221247
6577	0.412917256
6578	0.4129115178
6579	0.4129072142
6580	0.4129003023
6581	0.4128932166
6582	0.4128868264
6583	0.4128760456
6584	0.4128680904
6585	0.4128592224
6586	0.4128510499
6587	0.412841921
6588	0.4128355308
6589	0.4128278364
6590	0.412820316
6591	0.4128152299
6592	0.4128041014
6593	0.4127977546
6594	0.4127895386
6595	0.4127810618
6596	0.412771846
6597	0.4127661078
6598	0.4127562834
6599	0.4127425032
6600	0.4127384169
6601	0.4127262885
6602	0.4127221153
6603	0.4127151165
6604	0.4127068136
6605	0.4127046835
6606	0.4127022926
6607	0.412695859
6608	0.4126836437
6609	0.4126752103
6610	0.4126651251
6611	0.4126539096
6612	0.4126483453
6613	0.4126467804
6614	0.4126429115
6615	0.4126364778
6616	0.4126303049
6617	0.412625045
6618	0.4126189156
6619	0.4126051353
6620	0.4125959195
6621	0.4125875731
6622	0.4125786181
6623	0.4125730104
6624	0.4125646205
6625	0.4125559698
6626	0.4125430155
6627	0.4125343648
6628	0.4125277572
6629	0.412521367
6630	0.4125142378
6631	0.4125070216
6632	0.4124997185
6633	0.4124964582
6634	0.4124829388
6635	0.4124745489
6636	0.4124660721
6637	0.4124595949
6638	0.4124556391
6639	0.412451379
6640	0.4124470319
6641	0.4124349904
6642	0.4124288176
6643	0.4124144722
6644	0.4124059954
6645	0.4124015614
6646	0.4123976055
6647	0.4123897808
6648	0.4123793912
6649	0.412370871
6650	0.4123662196
6651	0.4123613508
6652	0.4123548302
6653	0.4123497441
6654	0.4123418324
6655	0.4123338338
6656	0.4123229661
6657	0.4123137937
6658	0.4123084903
6659	0.4122972748
6660	0.4122852334
6661	0.4122774521
6662	0.4122713227
6663	0.41226415
6664	0.4122578902
6665	0.412252978
6666	0.4122421973
6667	0.4122368504
6668	0.4122305036
6669	0.4122215051
6670	0.4122132892
6671	0.4122049862
6672	0.4121939012
6673	0.4121856852
6674	0.4121811207
6675	0.4121689489
6676	0.412160646
6677	0.4121527777
6678	0.4121484307
6679	0.4121459963
6680	0.4121401712
6681	0.4121279994
6682	0.4121247825
6683	0.4121199573
6684	0.4121103502
6685	0.4121047425
6686	0.4121003084
6687	0.4120894407
6688	0.4120829201
6689	0.412077095
6690	0.4120724436
6691	0.4120623584
6692	0.4120531426
6693	0.4120447527
6694	0.4120365802
6695	0.4120270601
6696	0.4120240606
6697	0.4120174965
6698	0.4120126712
6699	0.4120054551
6700	0.4119931963
6701	0.4119881971
6702	0.4119849803
6703	0.4119793726
6704	0.4119770251
6705	0.4119708088
6706	0.4119610279
6707	0.4119476823
6708	0.4119433787
6709	0.4119368581
6710	0.4119269467
6711	0.4119193393
6712	0.4119132099
6713	0.4119053417
6714	0.4119001252
6715	0.4118956477
6716	0.4118846931
6717	0.4118788245
6718	0.4118746513
6719	0.4118618274
6720	0.4118560893
6721	0.4118497425
6722	0.4118428307
6723	0.4118365709
6724	0.4118246164
6725	0.4118157483
6726	0.4118084887
6727	0.4118039677
6728	0.4117987947
6729	0.4117874488
6730	0.4117812759
6731	0.4117757986
6732	0.4117701474
6733	0.411763366
6734	0.411759584
6735	0.4117564541
6736	0.4117504551
6737	0.411743152
6738	0.4117391962
6739	0.411735762
6740	0.4117330233
6741	0.411720808
6742	0.4117120269
6743	0.4117042456
6744	0.4116931606
6745	0.4116887265
6746	0.411673816
6747	0.4116618181
6748	0.4116560799
6749	0.4116483421
6750	0.4116381265
6751	0.4116304321
6752	0.4116256069
6753	0.4116193036
6754	0.4116165649
6755	0.4116145653
6756	0.411606045
6757	0.4115927864
6758	0.4115868309
6759	0.4115793104
6760	0.4115736592
6761	0.4115703989
6762	0.4115602267
6763	0.4115561405
6764	0.4115456205
6765	0.4115376219
6766	0.4115308404
6767	0.4115217985
6768	0.4115100614
6769	0.4115007151
6770	0.4114939337
6771	0.4114881086
6772	0.4114823704
6773	0.4114768062
6774	0.4114708072
6775	0.4114572443
6776	0.4114530711
6777	0.4114462462
6778	0.4114369434
6779	0.4114307271
6780	0.4114248585
6781	0.4114162078
6782	0.4114049923
6783	0.4113999497
6784	0.411389908
6785	0.4113806052
6786	0.4113716502
6787	0.4113574787
6788	0.4113500887
6789	0.4113456112
6790	0.4113400904
6791	0.4113323526
6792	0.4113207024
6793	0.4113140079
6794	0.4113091826
6795	0.411297402
6796	0.4112943591
6797	0.4112864474
6798	0.4112787965
6799	0.4112684504
6800	0.4112627992
6801	0.4112505839
6802	0.4112472367
6803	0.4112397597
6804	0.411234065
6805	0.411227414
6806	0.411222154
6807	0.4112182851
6808	0.4112127643
6809	0.4111976364
6810	0.4111928981
6811	0.4111898117
6812	0.4111810306
6813	0.4111756402
6814	0.4111685979
6815	0.4111641639
6816	0.4111628163
6817	0.4111579041
6818	0.4111452106
6819	0.4111373859
6820	0.4111309956
6821	0.4111262138
6822	0.4111160851
6823	0.4111116511
6824	0.4111025657
6825	0.4110937846
6826	0.4110866989
6827	0.411076092
6828	0.4110689193
6829	0.4110637462
6830	0.4110622682
6831	0.4110553129
6832	0.4110434454
6833	0.4110378811
6834	0.4110291869
6835	0.4110240574
6836	0.4110180149
6837	0.4110072342
6838	0.4109954101
6839	0.4109855857
6840	0.4109788912
6841	0.410971675
6842	0.4109620245
6843	0.4109592858
6844	0.4109538085
6845	0.4109455925
6846	0.4109432885
6847	0.4109377243
6848	0.4109260306
6849	0.4109197708
6850	0.4109099899
6851	0.4109042083
6852	0.4108969486
6853	0.4108918625
6854	0.4108839943
6855	0.4108801689
6856	0.4108733005
6857	0.4108686926
6858	0.4108590421
6859	0.4108537821
6860	0.4108451749
6861	0.4108403496
6862	0.4108340898
6863	0.4108279169
6864	0.4108210051
6865	0.4108125717
6866	0.4108059642
6867	0.4108026169
6868	0.4107967483
6869	0.4107874456
6870	0.4107805337
6871	0.4107780124
6872	0.4107745782
6873	0.4107691009
6874	0.4107605806
6875	0.4107536687
6876	0.4107458005
6877	0.410740584
6878	0.4107325854
6879	0.4107281514
6880	0.4107222393
6881	0.4107182835
6882	0.4107154144
6883	0.4107096763
6884	0.4107049814
6885	0.4107006778
6886	0.4106963307
6887	0.4106919401
6888	0.4106850718
6889	0.4106748126
6890	0.4106683355
6891	0.4106646405
6892	0.4106590762
6893	0.4106460349
6894	0.4106401664
6895	0.4106230823
6896	0.410617605
6897	0.4106099541
6898	0.4106013034
6899	0.4105899576
6900	0.4105814807
6901	0.4105753948
6902	0.4105634403
6903	0.4105590933
6904	0.4105514424
6905	0.4105464432
6906	0.4105397053
6907	0.4105301852
6908	0.4105220996
6909	0.4105147095
6910	0.4105079281
6911	0.4105005815
6912	0.4104896269
6913	0.410481237
6914	0.4104779767
6915	0.4104666743
6916	0.4104548937
6917	0.4104456344
6918	0.4104335495
6919	0.410423812
6920	0.4104148135
6921	0.4104071627
6922	0.4103998161
6923	0.4103882963
6924	0.4103826451
6925	0.4103708211
6926	0.4103610836
6927	0.4103576494
6928	0.4103528241
6929	0.4103470425
6930	0.4103391308
6931	0.4103362183
6932	0.4103333057
6933	0.4103258287
6934	0.4103152218
6935	0.4103091794
6936	0.4103033543
6937	0.4102947471
6938	0.4102872701
6939	0.4102845749
6940	0.4102765328
6941	0.4102712728
6942	0.4102635785
6943	0.41025458
6944	0.4102490158
6945	0.410246451
6946	0.4102413649
6947	0.4102351486
6948	0.4102261066
6949	0.4102203685
6950	0.4102146303
6951	0.4102090661
6952	0.4102018064
6953	0.4101959813
6954	0.4101888956
6955	0.41018607
6956	0.4101820272
6957	0.4101642911
6958	0.4101573792
6959	0.4101482069
6960	0.4101384259
6961	0.4101326443
6962	0.4101286015
6963	0.4101175165
6964	0.4101138214
6965	0.4101096482
6966	0.4101026494
6967	0.4100979546
6968	0.4100909992
6969	0.4100889996
6970	0.4100852611
6971	0.4100724372
6972	0.4100700463
6973	0.4100595264
6974	0.4100560922
6975	0.4100477892
6976	0.4100434856
6977	0.4100381822
6978	0.4100247062
6979	0.4100227935
6980	0.4100097522
6981	0.4100003625
6982	0.4099938854
6983	0.4099838436
6984	0.4099746713
6985	0.4099668031
6986	0.409957935
6987	0.4099458066
6988	0.4099398511
6989	0.4099322872
6990	0.4099223759
6991	0.4099125949
6992	0.4099001188
6993	0.4098943372
6994	0.4098872079
6995	0.4098712107
6996	0.4098584737
6997	0.4098444761
6998	0.4098374338
6999	0.4098273921
7000	0.4098181763
7001	0.4098047872
7002	0.4098000054
7003	0.4097905723
7004	0.4097838343
7005	0.4097779657
7006	0.4097721841
7007	0.409766359
7008	0.4097612295
7009	0.4097563172
7010	0.4097482751
7011	0.40974245
7012	0.4097351904
7013	0.4097228012
7014	0.4097177586
7015	0.4097127595
7016	0.4097043696
7017	0.4097000225
7018	0.4096962405
7019	0.4096810258
7020	0.4096715491
7021	0.4096662457
7022	0.409656856
7023	0.4096536391
7024	0.4096474663
7025	0.4096422063
7026	0.4096358595
7027	0.4096326862
7028	0.4096242963
7029	0.40962021
7030	0.4096152978
7031	0.4096086033
7032	0.4096020392
7033	0.4095983007
7034	0.4095886937
7035	0.4095806081
7036	0.4095681754
7037	0.409558438
7038	0.4095505263
7039	0.4095430058
7040	0.4095378328
7041	0.4095267043
7042	0.4095229223
7043	0.4095108374
7044	0.409507751
7045	0.4095004914
7046	0.4094954487
7047	0.4094919711
7048	0.4094862764
7049	0.4094795819
7050	0.4094747566
7051	0.409463715
7052	0.4094530647
7053	0.409444327
7054	0.4094311988
7055	0.4094239392
7056	0.4094192443
7057	0.4094135062
7058	0.4094021168
7059	0.4093934227
7060	0.4093879888
7061	0.4093776862
7062	0.4093701658
7063	0.4093625149
7064	0.409354951
7065	0.4093476479
7066	0.4093390841
7067	0.4093316071
7068	0.4093256082
7069	0.4093123061
7070	0.4093002647
7071	0.4092977434
7072	0.4092940049
7073	0.4092897882
7074	0.4092845717
7075	0.4092809636
7076	0.4092727041
7077	0.4092643143
7078	0.4092590108
7079	0.40925349
7080	0.4092457957
7081	0.4092405357
7082	0.4092350149
7083	0.4092272771
7084	0.4092172788
7085	0.4092077152
7086	0.4092001078
7087	0.4091897183
7088	0.4091823283
7089	0.4091756338
7090	0.4091695478
7091	0.4091629837
7092	0.4091573325
7093	0.4091506815
7094	0.4091428567
7095	0.4091370317
7096	0.4091278593
7097	0.4091202084
7098	0.4091156875
7099	0.4091071672
7100	0.4090997337
7101	0.4090863012
7102	0.4090786938
7103	0.4090748684
7104	0.4090666524
7105	0.4090586537
7106	0.4090516549
7107	0.4090456559
7108	0.4090348317
7109	0.4090257463
7110	0.4090174868
7111	0.4090116183
7112	0.4090055324
7113	0.4089995334
7114	0.4089944038
7115	0.4089900567
7116	0.408982145
7117	0.4089739291
7118	0.4089663651
7119	0.4089625397
7120	0.4089599314
7121	0.4089571928
7122	0.4089506287
7123	0.4089436299
7124	0.4089393697
7125	0.4089339359
7126	0.4089283281
7127	0.4089267197
7128	0.4089230682
7129	0.4089193297
7130	0.4089135046
7131	0.4089075926
7132	0.4089011154
7133	0.4088953772
7134	0.4088912475
7135	0.4088840314
7136	0.4088787279
7137	0.4088739027
7138	0.4088646868
7139	0.408859166
7140	0.4088490373
7141	0.4088404301
7142	0.4088349528
7143	0.4088281713
7144	0.4088208248
7145	0.4088143041
7146	0.4088076096
7147	0.4088013064
7148	0.4087949161
7149	0.4087858307
7150	0.408773572
7151	0.4087646604
7152	0.4087571834
7153	0.4087501846
7154	0.4087450551
7155	0.4087385345
7156	0.4087330571
7157	0.4087272755
7158	0.408724363
7159	0.4087161035
7160	0.4087135387
7161	0.4087027145
7162	0.408693803
7163	0.4086888473
7164	0.4086784578
7165	0.408672111
7166	0.4086645036
7167	0.4086585481
7168	0.4086463328
7169	0.4086366388
7170	0.4086308572
7171	0.4086230324
7172	0.4086153816
7173	0.408611817
7174	0.4086055572
7175	0.4085981236
7176	0.4085926898
7177	0.4085877341
7178	0.4085791269
7179	0.408571476
7180	0.4085679549
7181	0.4085622167
7182	0.4085557396
7183	0.4085453935
7184	0.4085414377
7185	0.4085329174
7186	0.4085273096
7187	0.4085193979
7188	0.4085120514
7189	0.4085044005
7190	0.408493924
7191	0.4084913593
7192	0.4084827955
7193	0.4084717539
7194	0.4084647116
7195	0.408458191
7196	0.4084557132
7197	0.408444802
7198	0.4084322389
7199	0.4084205018
7200	0.4084120684
7201	0.4084009834
7202	0.4083958973
7203	0.408391898
7204	0.4083816823
7205	0.4083770744
7206	0.4083645983
7207	0.4083585558
7208	0.4083532959
7209	0.4083429933
7210	0.4083349946
7211	0.4083271699
7212	0.4083241269
7213	0.4083193451
7214	0.4083159979
7215	0.4083108249
7216	0.4083015221
7217	0.4082889156
7218	0.408279265
7219	0.408274092
7220	0.4082663107
7221	0.4082564428
7222	0.4082496179
7223	0.4082396631
7224	0.4082366201
7225	0.4082284911
7226	0.4082150586
7227	0.408204017
7228	0.4081980615
7229	0.4081930189
7230	0.4081868025
7231	0.4081822381
7232	0.4081733701
7233	0.408161546
7234	0.4081533735
7235	0.4081437229
7236	0.4081367676
7237	0.4081305948
7238	0.4081235959
7239	0.4081153365
7240	0.4081103808
7241	0.4081030777
7242	0.4080925143
7243	0.4080839505
7244	0.4080709528
7245	0.4080641278
7246	0.4080532167
7247	0.4080504345
7248	0.4080427402
7249	0.4080358283
7250	0.4080201788
7251	0.4080149623
7252	0.4080120063
7253	0.4080052248
7254	0.4079990085
7255	0.4079954439
7256	0.4079870975
7257	0.4079807942
7258	0.407972187
7259	0.4079666227
7260	0.4079614932
7261	0.4079525817
7262	0.4079448004
7263	0.4079324112
7264	0.4079242387
7265	0.4079113713
7266	0.4079073285
7267	0.4079008514
7268	0.4078962869
7269	0.4078860278
7270	0.4078809852
7271	0.4078768555
7272	0.4078670745
7273	0.4078598149
7274	0.4078541637
7275	0.4078446001
7276	0.4078360798
7277	0.4078230386
7278	0.4078141705
7279	0.4078105624
7280	0.4078010423
7281	0.4077930002
7282	0.4077830889
7283	0.407773134
7284	0.407758267
7285	0.4077520072
7286	0.4077476601
7287	0.4077449215
7288	0.4077375314
7289	0.4077284025
7290	0.4077234034
7291	0.4077116228
7292	0.4077022766
7293	0.407692626
7294	0.4076866271
7295	0.4076797587
7296	0.407668065
7297	0.4076603707
7298	0.4076531545
7299	0.4076453732
7300	0.4076364182
7301	0.4076292021
7302	0.4076212034
7303	0.4076138134
7304	0.4076055974
7305	0.4075955122
7306	0.4075908608
7307	0.4075846445
7308	0.4075786455
7309	0.4075687341
7310	0.4075618223
7311	0.4075529977
7312	0.4075461728
7313	0.4075426516
7314	0.4075363049
7315	0.407531697
7316	0.4075207858
7317	0.4075116135
7318	0.4075018325
7319	0.4074966595
7320	0.4074916603
7321	0.4074834878
7322	0.4074776193
7323	0.407469099
7324	0.4074660995
7325	0.4074587529
7326	0.4074532756
7327	0.4074441467
7328	0.4074371479
7329	0.4074323226
7330	0.4074211072
7331	0.4074100656
7332	0.4073985893
7333	0.4073940248
7334	0.4073886344
7335	0.4073842004
7336	0.4073728111
7337	0.4073667686
7338	0.4073606827
7339	0.4073502062
7340	0.4073375997
7341	0.4073272101
7342	0.4073204287
7343	0.4073083438
7344	0.407300606
7345	0.4072936507
7346	0.4072840001
7347	0.4072801747
7348	0.4072726542
7349	0.4072656554
7350	0.4072581785
7351	0.4072523534
7352	0.4072427463
7353	0.4072355301
7354	0.4072265317
7355	0.4072200545
7356	0.4072138382
7357	0.4072083174
7358	0.4072043181
7359	0.4072013621
7360	0.4071928418
7361	0.4071845388
7362	0.4071789746
7363	0.4071721497
7364	0.407166368
7365	0.4071599344
7366	0.4071545874
7367	0.4071505881
7368	0.4071438067
7369	0.407132939
7370	0.4071200281
7371	0.4071100298
7372	0.4071043351
7373	0.407100901
7374	0.407091859
7375	0.4070840777
7376	0.4070748619
7377	0.4070714712
7378	0.4070656896
7379	0.4070595602
7380	0.4070565172
7381	0.4070469536
7382	0.4070445627
7383	0.4070373901
7384	0.4070285655
7385	0.4070240445
7386	0.4070152634
7387	0.4070064823
7388	0.4070033959
7389	0.406998701
7390	0.406991311
7391	0.4069799651
7392	0.4069744877
7393	0.4069661848
7394	0.4069533174
7395	0.4069452753
7396	0.4069376679
7397	0.4069291477
7398	0.406921888
7399	0.4069142806
7400	0.4069091511
7401	0.4069049344
7402	0.4068929364
7403	0.4068880677
7404	0.4068812863
7405	0.4068780694
7406	0.4068706794
7407	0.406862985
7408	0.4068568122
7409	0.406850335
7410	0.4068472921
7411	0.4068363809
7412	0.406831773
7413	0.40681608
7414	0.4068008652
7415	0.4067904322
7416	0.4067856939
7417	0.4067771736
7418	0.40677287
7419	0.4067654365
7420	0.4067646105
7421	0.4067531777
7422	0.4067398321
7423	0.4067353981
7424	0.406727356
7425	0.4067196617
7426	0.406710185
7427	0.406705838
7428	0.4066978828
7429	0.4066910144
7430	0.4066865804
7431	0.4066804075
7432	0.4066741477
7433	0.4066696267
7434	0.4066599762
7435	0.4066526296
7436	0.4066492389
7437	0.4066359803
7438	0.406629677
7439	0.4066240258
7440	0.4066189832
7441	0.4066116801
7442	0.4066025947
7443	0.4065888144
7444	0.4065851194
7445	0.4065819461
7446	0.4065791205
7447	0.4065749907
7448	0.4065676007
7449	0.4065591673
7450	0.4065487343
7451	0.406539562
7452	0.4065334326
7453	0.4065245645
7454	0.4065193046
7455	0.4065132621
7456	0.4065008729
7457	0.4064958303
7458	0.4064901356
7459	0.4064828325
7460	0.4064711389
7461	0.4064586628
7462	0.4064509684
7463	0.4064406658
7464	0.4064321455
7465	0.406421756
7466	0.4064174524
7467	0.4064044981
7468	0.4063945433
7469	0.4063878053
7470	0.4063803718
7471	0.4063727209
7472	0.406363592
7473	0.4063484642
7474	0.4063419001
7475	0.406335988
7476	0.4063312497
7477	0.4063289458
7478	0.4063239466
7479	0.4063184258
7480	0.4063139049
7481	0.4063076016
7482	0.4063020373
7483	0.406295082
7484	0.4062892134
7485	0.4062799976
7486	0.4062740421
7487	0.4062655653
7488	0.4062620876
7489	0.4062567407
7490	0.4062442646
7491	0.4062377439
7492	0.4062287889
7493	0.4062187037
7494	0.4062087054
7495	0.4061992288
7496	0.4061893174
7497	0.4061849703
7498	0.4061745808
7499	0.4061703641
7500	0.4061631045
7501	0.4061553232
7502	0.4061458031
7503	0.4061381088
7504	0.4061320663
7505	0.4061270672
7506	0.4061235026
7507	0.4061167646
7508	0.4061096788
7509	0.4061029843
7510	0.4060960725
7511	0.4060912037
7512	0.4060778582
7513	0.4060729895
7514	0.4060661645
7515	0.4060617305
7516	0.4060546882
7517	0.4060509497
7518	0.4060438205
7519	0.4060375172
7520	0.406026693
7521	0.4060224329
7522	0.406010261
7523	0.4060033926
7524	0.4059948289
7525	0.4059875693
7526	0.4059813095
7527	0.4059748758
7528	0.4059622258
7529	0.4059516623
7530	0.4059420988
7531	0.4059303616
7532	0.4059254494
7533	0.4059209285
7534	0.4059168857
7535	0.4059131037
7536	0.4059084958
7537	0.4058968021
7538	0.4058928898
7539	0.4058822829
7540	0.4058726758
7541	0.405864938
7542	0.4058585913
7543	0.4058492885
7544	0.4058438112
7545	0.4058384643
7546	0.4058276835
7547	0.4058196414
7548	0.4058139902
7549	0.4058093388
7550	0.405800036
7551	0.4057915158
7552	0.4057850821
7553	0.4057803438
7554	0.4057708671
7555	0.4057633467
7556	0.4057522181
7557	0.4057474363
7558	0.4057395246
7559	0.4057345255
7560	0.4057296568
7561	0.4057193542
7562	0.4057137464
7563	0.4057014007
7564	0.4056959234
7565	0.4056857077
7566	0.4056800565
7567	0.4056715362
7568	0.405666711
7569	0.4056549739
7570	0.4056435845
7571	0.4056354989
7572	0.4056295869
7573	0.4056221534
7574	0.4056158066
7575	0.4056083296
7576	0.4056011135
7577	0.4055930714
7578	0.4055858987
7579	0.4055796389
7580	0.4055683365
7581	0.4055530782
7582	0.4055379938
7583	0.4055216053
7584	0.4055159541
7585	0.4055089553
7586	0.4054984788
7587	0.4054865243
7588	0.4054784388
7589	0.4054695272
7590	0.4054610939
7591	0.4054529214
7592	0.4054432274
7593	0.4054338377
7594	0.4054217963
7595	0.4054116241
7596	0.4054053208
7597	0.4054001913
7598	0.4053927577
7599	0.4053832811
7600	0.4053735002
7601	0.4053666318
7602	0.4053619804
7603	0.405354286
7604	0.4053461135
7605	0.4053367238
7606	0.4053310726
7607	0.4053232044
7608	0.4053164664
7609	0.4053062508
7610	0.4053005126
7611	0.4052889494
7612	0.405281994
7613	0.4052687789
7614	0.4052567375
7615	0.4052482607
7616	0.4052423921
7617	0.4052305246
7618	0.4052195264
7619	0.4052076154
7620	0.4052027467
7621	0.4051903575
7622	0.4051774901
7623	0.4051681439
7624	0.4051607973
7625	0.4051556678
7626	0.4051498862
7627	0.4051412355
7628	0.4051361059
7629	0.4051309329
7630	0.4051265423
7631	0.4051147617
7632	0.4051068935
7633	0.4050978516
7634	0.4050935045
7635	0.4050910701
7636	0.4050834627
7637	0.405079985
7638	0.4050742469
7639	0.4050662483
7640	0.4050580323
7641	0.40505099
7642	0.4050434261
7643	0.4050372097
7644	0.405030124
7645	0.4050176479
7646	0.4050118662
7647	0.4049994336
7648	0.4049929564
7649	0.4049871313
7650	0.4049734815
7651	0.4049651351
7652	0.4049538327
7653	0.4049458775
7654	0.4049405306
7655	0.4049342273
7656	0.4049304454
7657	0.4049270981
7658	0.4049121007
7659	0.4049076232
7660	0.4048979292
7661	0.4048885829
7662	0.4048841924
7663	0.4048775413
7664	0.4048687602
7665	0.4048629351
7666	0.4048583272
7667	0.4048500243
7668	0.4048448078
7669	0.4048375482
7670	0.4048335923
7671	0.4048283758
7672	0.4048247243
7673	0.4048140739
7674	0.4048084227
7675	0.4047964682
7676	0.4047831227
7677	0.4047778627
7678	0.4047712986
7679	0.4047660821
7680	0.4047470419
7681	0.4047403908
7682	0.4047315663
7683	0.404722307
7684	0.404715569
7685	0.4047004846
7686	0.4046926599
7687	0.4046847916
7688	0.4046750976
7689	0.4046586222
7690	0.4046539273
7691	0.4046502758
7692	0.4046451462
7693	0.4046349306
7694	0.4046272362
7695	0.4046168467
7696	0.4046032838
7697	0.4045988932
7698	0.404588808
7699	0.4045840262
7700	0.404578462
7701	0.4045725499
7702	0.404563421
7703	0.4045517274
7704	0.4045455111
7705	0.4045392078
7706	0.404532948
7707	0.4045235148
7708	0.404518733
7709	0.404515777
7710	0.404509039
7711	0.404498693
7712	0.4044890424
7713	0.4044803917
7714	0.4044688285
7715	0.4044592649
7716	0.4044544831
7717	0.4044408767
7718	0.4044360515
7719	0.404427053
7720	0.4044217061
7721	0.4044167504
7722	0.404411447
7723	0.4044000142
7724	0.4043887552
7725	0.4043823215
7726	0.4043779744
7727	0.4043722798
7728	0.4043707583
7729	0.4043612382
7730	0.4043579779
7731	0.4043538047
7732	0.4043437629
7733	0.4043410242
7734	0.4043311563
7735	0.4043238532
7736	0.4043198539
