iter	MultiClass
502	0.4940962686
503	0.4940320187
504	0.493965291
505	0.4938902168
506	0.4938186204
507	0.4937532402
508	0.4936606038
509	0.4935978754
510	0.4935456235
511	0.493485938
512	0.4934227314
513	0.4933542214
514	0.4932751914
515	0.4932199834
516	0.4931545163
517	0.4930839197
518	0.4930305375
519	0.4929576369
520	0.492888866
521	0.4928234859
522	0.4927532805
523	0.492698029
524	0.492636257
525	0.4925674861
526	0.4925111044
527	0.4924426813
528	0.4923863866
529	0.4923190068
530	0.492270189
531	0.4922072432
532	0.4921555129
533	0.4921030002
534	0.4920348379
535	0.491976587
536	0.491911685
537	0.4918479133
538	0.4917965742
539	0.4917525382
540	0.4916786813
541	0.4916049547
542	0.4915342712
543	0.4914851926
544	0.491418943
545	0.4913569971
546	0.4912940513
547	0.4912226722
548	0.4911528145
549	0.4911005191
550	0.4910477455
551	0.4909888425
552	0.4909363732
553	0.4908839039
554	0.4908234794
555	0.4907382766
556	0.4906957621
557	0.490631773
558	0.4905752609
559	0.4905147061
560	0.4904584113
561	0.4904180704
562	0.4903614279
563	0.4903156531
564	0.4902527073
565	0.4902016725
566	0.4901539415
567	0.4900989944
568	0.4900503071
569	0.4900047496
570	0.4899379784
571	0.4898835964
572	0.4898425164
573	0.4897700071
574	0.4896973238
575	0.489626988
576	0.4895663897
577	0.4895076606
578	0.4894549739
579	0.48940633
580	0.4893464707
581	0.4892904802
582	0.489231273
583	0.4891814119
584	0.4891309423
585	0.4890842546
586	0.4890373061
587	0.48897849
588	0.4889246296
589	0.4888675959
590	0.4888042154
591	0.4887455733
592	0.4886866703
593	0.4886473292
594	0.4885976855
595	0.4885404344
596	0.4884912688
597	0.4884504497
598	0.4884078918
599	0.4883563353
600	0.488302388
601	0.4882533529
602	0.4882150986
603	0.48816602
604	0.4881000747
605	0.4880518221
606	0.4879822688
607	0.4879418844
608	0.4878892412
609	0.4878370762
610	0.4877859544
611	0.4877460047
612	0.4876980564
613	0.4876421529
614	0.4875843802
615	0.4875300416
616	0.4874739642
617	0.487422147
618	0.4873795021
619	0.4873388569
620	0.4872817362
621	0.4872308753
622	0.4871831878
623	0.4871351525
624	0.4870815095
625	0.4870231281
626	0.4869761796
627	0.4869082782
628	0.4868706324
629	0.4868269877
630	0.4867794306
631	0.4867384811
632	0.4866942278
633	0.4866426279
634	0.4865856811
635	0.4865309948
636	0.486489567
637	0.4864476177
638	0.4863985391
639	0.4863561985
640	0.4863267687
641	0.4862713
642	0.4862315676
643	0.4861861406
644	0.4861439304
645	0.4861053718
646	0.4860558585
647	0.4860229945
648	0.4859773936
649	0.4859164475
650	0.4858662821
651	0.4858184642
652	0.4857767757
653	0.4857265668
654	0.4856790097
655	0.4856370169
656	0.4856113256
657	0.4855616819
658	0.4855282963
659	0.4854834344
660	0.4854402679
661	0.4853831472
662	0.4853352858
663	0.4852786868
664	0.4852353029
665	0.4851991351
666	0.4851706617
667	0.4851302773
668	0.4850794599
669	0.4850454657
670	0.4850145579
671	0.4849867366
672	0.4849412226
673	0.4848979692
674	0.4848558894
675	0.4848070282
676	0.4847589059
677	0.484694743
678	0.4846637483
679	0.4846388829
680	0.484585892
681	0.484532249
682	0.4844780408
683	0.4844383085
684	0.4844064878
685	0.4843706244
686	0.4843314137
687	0.4842927246
688	0.4842492538
689	0.4842105213
690	0.4841552264
691	0.4841218842
692	0.4840818911
693	0.484038681
694	0.4840020786
695	0.4839617377
696	0.4839319167
697	0.48388662
698	0.4838574511
699	0.4838287604
700	0.4837913754
701	0.4837579898
702	0.4837154319
703	0.4836755691
704	0.4836361845
705	0.4836024946
706	0.4835547202
707	0.4835037724
708	0.4834680828
709	0.4834246554
710	0.4833667957
711	0.4833325842
712	0.4832843316
713	0.4832506851
714	0.4831996504
715	0.483162874
716	0.4831231417
717	0.4830918861
718	0.4830536318
719	0.4830095524
720	0.4829600391
721	0.4829223933
722	0.482881183
723	0.4828482321
724	0.4828123686
725	0.4827806349
726	0.4827329909
727	0.4826730446
728	0.4826432236
729	0.482611316
730	0.4825568905
731	0.4825096812
732	0.482481599
733	0.4824439533
734	0.4824073508
735	0.4823639669
736	0.4823233217
737	0.4822921096
738	0.4822563766
739	0.4822178614
740	0.4821843019
741	0.4821546983
742	0.4821225733
743	0.4820950998
744	0.4820583234
745	0.4820235468
746	0.4819893352
747	0.4819460817
748	0.4819097401
749	0.4818691818
750	0.4818397955
751	0.481804758
752	0.4817639824
753	0.4817279885
754	0.4816942986
755	0.4816460895
756	0.4816056616
757	0.4815406727
758	0.4814949413
759	0.4814714236
760	0.4814348212
761	0.4813967842
762	0.4813713972
763	0.4813330125
764	0.4812972794
765	0.4812536782
766	0.4812219879
767	0.4811879937
768	0.4811372633
769	0.4810896627
770	0.4810492783
771	0.4810070681
772	0.4809735086
773	0.4809462959
774	0.4809067374
775	0.4808725693
776	0.4808307938
777	0.4807794113
778	0.4807612405
779	0.4807135965
780	0.4806880791
781	0.4806584754
782	0.4806321756
783	0.4806063539
784	0.4805690994
785	0.4805171952
786	0.4804798103
787	0.4804352092
788	0.4803969114
789	0.4803663948
790	0.4803277927
791	0.4802986673
792	0.4802542401
793	0.4802142904
794	0.48016782
795	0.4801362602
796	0.4801053525
797	0.4800767921
798	0.4800244967
799	0.4799861554
800	0.4799545086
801	0.4799135156
802	0.4798745658
803	0.4798353551
804	0.4797801906
805	0.4797602809
806	0.479724374
807	0.4796943791
808	0.4796634279
809	0.4796354327
810	0.4796013081
811	0.4795696613
812	0.4795401446
813	0.4794928483
814	0.4794611581
815	0.4794339018
816	0.4794018204
817	0.4793689564
818	0.479352481
819	0.4793183129
820	0.4792885354
821	0.4792491508
822	0.4792131569
823	0.47917725
824	0.4791278671
825	0.4791080879
826	0.4790793102
827	0.4790533146
828	0.4790128433
829	0.4789748498
830	0.4789359434
831	0.4788996452
832	0.4788685636
833	0.478840351
834	0.4788169202
835	0.4787786659
836	0.4787464105
837	0.4787227189
838	0.4786996794
839	0.4786671197
840	0.4786266918
841	0.4785909153
842	0.4785486182
843	0.4785266654
844	0.4784895848
845	0.4784565035
846	0.4784190751
847	0.4783933838
848	0.4783701269
849	0.4783373064
850	0.4783071377
851	0.4782714046
852	0.4782384972
853	0.4782021121
854	0.4781720303
855	0.4781371232
856	0.478096478
857	0.4780607884
858	0.4780348363
859	0.4780121011
860	0.4779819758
861	0.4779488075
862	0.4779161174
863	0.477889948
864	0.4778503026
865	0.4778094835
866	0.4777800102
867	0.4777614917
868	0.4777232808
869	0.4776990241
870	0.4776677685
871	0.4776359914
872	0.477601519
873	0.4775726543
874	0.4775341392
875	0.4775012752
876	0.4774664985
877	0.477431548
878	0.4774049873
879	0.4773741665
880	0.4773478231
881	0.4773193497
882	0.4772853121
883	0.4772488835
884	0.4772172802
885	0.4771852422
886	0.4771620722
887	0.4771372504
888	0.4771079511
889	0.4770703053
890	0.4770353113
891	0.4770075769
892	0.4769880585
893	0.4769570203
894	0.476926156
895	0.4768969436
896	0.4768713827
897	0.4768444743
898	0.4768229127
899	0.4768033943
900	0.4767836151
901	0.476753968
902	0.4767210606
903	0.4766930219
904	0.4766528983
905	0.476625729
906	0.4765894309
907	0.4765469164
908	0.4765281805
909	0.4765020545
910	0.4764613223
911	0.4764336314
912	0.4764136783
913	0.4763689468
914	0.4763306924
915	0.4762956984
916	0.4762554009
917	0.4762232325
918	0.4761894122
919	0.476161417
920	0.476121163
921	0.4760958629
922	0.4760691284
923	0.4760470017
924	0.4760080518
925	0.4759848819
926	0.4759555825
927	0.4759255442
928	0.4758943756
929	0.4758651632
930	0.475834212
931	0.475811042
932	0.4757825686
933	0.4757630937
934	0.4757435752
935	0.475712624
936	0.4756798035
937	0.4756390279
938	0.4756110327
939	0.4755815594
940	0.4755343066
941	0.4755089197
942	0.4754760122
943	0.4754410182
944	0.4754075891
945	0.4753829846
946	0.475339905
947	0.4753222993
948	0.4753014333
949	0.4752630051
950	0.4752370965
951	0.4752024937
952	0.4751757157
953	0.4751563277
954	0.4751250287
955	0.4751037714
956	0.4750643868
957	0.475040217
958	0.4750101787
959	0.4749796187
960	0.4749500151
961	0.4749258887
962	0.4749051966
963	0.47486729
964	0.4748334263
965	0.4748006492
966	0.4747695676
967	0.4747479626
968	0.4747110993
969	0.4746877989
970	0.4746561087
971	0.4746330257
972	0.4746037698
973	0.4745794696
974	0.4745502137
975	0.4745292608
976	0.4745052649
977	0.474465576
978	0.4744265827
979	0.4744026302
980	0.4743775476
981	0.4743540733
982	0.474328469
983	0.4743079507
984	0.4742769995
985	0.4742595242
986	0.4742291381
987	0.474197187
988	0.4741721478
989	0.4741405445
990	0.4741014642
991	0.4740825979
992	0.4740542984
993	0.4740082628
994	0.4739898746
995	0.4739634878
996	0.4739334494
997	0.4738994118
998	0.4738698516
999	0.473845421
1000	0.473817904
1001	0.473791691
1002	0.4737523499
1003	0.4737271803
1004	0.4736745371
1005	0.4736434989
1006	0.4736178511
1007	0.4735941161
1008	0.473573337
1009	0.473544342
1010	0.4735176509
1011	0.473487569
1012	0.4734580958
1013	0.4734290573
1014	0.4734028878
1015	0.4733870645
1016	0.4733620687
1017	0.47333929
1018	0.4733007748
1019	0.4732758226
1020	0.4732433499
1021	0.4732201364
1022	0.4731728836
1023	0.4731546259
1024	0.4731264133
1025	0.4731046344
1026	0.4730834206
1027	0.4730603811
1028	0.4730226919
1029	0.4729985655
1030	0.4729542253
1031	0.4729276211
1032	0.4729015386
1033	0.4728848458
1034	0.4728587633
1035	0.4728289423
1036	0.4727975999
1037	0.4727810809
1038	0.4727402183
1039	0.4727180482
1040	0.4726887923
1041	0.4726664483
1042	0.4726405397
1043	0.4726120663
1044	0.4725862446
1045	0.472572247
1046	0.4725460776
1047	0.4725163
1048	0.4724889569
1049	0.4724741768
1050	0.4724551366
1051	0.4724287498
1052	0.4724022326
1053	0.4723779758
1054	0.4723538495
1055	0.4723220289
1056	0.4722984677
1057	0.4722780798
1058	0.4722639083
1059	0.4722507801
1060	0.4722325659
1061	0.4722087873
1062	0.4721878778
1063	0.4721623605
1064	0.4721444939
1065	0.4721293661
1066	0.472108674
1067	0.4720846346
1068	0.4720585086
1069	0.4720220801
1070	0.4719950412
1071	0.4719765661
1072	0.47194831
1073	0.4719093167
1074	0.4718833211
1075	0.4718530654
1076	0.4718328515
1077	0.4718119855
1078	0.4717796432
1079	0.4717349986
1080	0.4717156541
1081	0.4716954402
1082	0.4716714008
1083	0.4716544906
1084	0.4716197574
1085	0.4715925012
1086	0.4715596807
1087	0.4715315986
1088	0.4715098197
1089	0.4714863019
1090	0.471451221
1091	0.4714260948
1092	0.4714056201
1093	0.4713869276
1094	0.4713543245
1095	0.4713269813
1096	0.4713036809
1097	0.4712745555
1098	0.4712497336
1099	0.4712269984
1100	0.4711965253
1101	0.4711705298
1102	0.4711483596
1103	0.4711219728
1104	0.4711080622
1105	0.4710794583
1106	0.4710534193
1107	0.4710311188
1108	0.4710036452
1109	0.4709882131
1110	0.4709720419
1111	0.4709524366
1112	0.4709303099
1113	0.4709105307
1114	0.4708908384
1115	0.4708594959
1116	0.47083024
1117	0.4708134603
1118	0.4707935506
1119	0.4707713805
1120	0.4707510361
1121	0.4707301701
1122	0.4706954369
1123	0.4706753099
1124	0.470649836
1125	0.4706279267
1126	0.4706030179
1127	0.4705817172
1128	0.47056572
1129	0.470543289
1130	0.4705248574
1131	0.4705013396
1132	0.4704847773
1133	0.470469519
1134	0.4704510004
1135	0.4704328731
1136	0.4704089206
1137	0.4703764914
1138	0.4703595812
1139	0.4703422798
1140	0.470321979
1141	0.4703005478
1142	0.470275726
1143	0.4702577725
1144	0.470230212
1145	0.4702094764
1146	0.4701888712
1147	0.4701632669
1148	0.4701468349
1149	0.4701292292
1150	0.4701099282
1151	0.4700916704
1152	0.4700681092
1153	0.4700410269
1154	0.4700181178
1155	0.4699994253
1156	0.4699755598
1157	0.4699486079
1158	0.4699276984
1159	0.4698995293
1160	0.4698877053
1161	0.4698652743
1162	0.4698428433
1163	0.4698227598
1164	0.4698026763
1165	0.4697757678
1166	0.469753902
1167	0.4697398175
1168	0.4697234724
1169	0.4696998678
1170	0.469677089
1171	0.4696537017
1172	0.4696290972
1173	0.4696073183
1174	0.4695764975
1175	0.469553371
1176	0.4695364174
1177	0.4695084222
1178	0.4694865563
1179	0.4694516058
1180	0.4694305659
1181	0.4694156554
1182	0.4693961805
1183	0.469374445
1184	0.4693560569
1185	0.4693361907
1186	0.4693118905
1187	0.4692826781
1188	0.4692582475
1189	0.4692362078
1190	0.4692095167
1191	0.4691968232
1192	0.469171784
1193	0.4691386157
1194	0.4691241399
1195	0.4691110552
1196	0.4690969707
1197	0.4690780174
1198	0.4690565428
1199	0.4690371983
1200	0.4690063774
1201	0.4689882936
1202	0.4689631239
1203	0.4689473875
1204	0.4689229134
1205	0.4689089593
1206	0.4688849199
1207	0.4688578376
1208	0.4688313204
1209	0.4688082808
1210	0.4687768079
1211	0.468756594
1212	0.4687289031
1213	0.4687054723
1214	0.4686737386
1215	0.4686506121
1216	0.4686287462
1217	0.4686103581
1218	0.4685844495
1219	0.4685584104
1220	0.468541848
1221	0.4685212429
1222	0.4685012897
1223	0.4684862923
1224	0.4684695126
1225	0.4684498637
1226	0.4684269981
1227	0.4684139133
1228	0.4683918302
1229	0.4683631829
1230	0.4683377524
1231	0.4683220595
1232	0.4683104962
1233	0.4682935861
1234	0.4682798493
1235	0.4682626783
1236	0.4682397257
1237	0.4682150343
1238	0.4681911253
1239	0.4681628258
1240	0.4681426118
1241	0.4681211372
1242	0.4680877082
1243	0.4680718413
1244	0.4680466717
1245	0.4680149814
1246	0.4679991581
1247	0.4679733364
1248	0.4679547743
1249	0.4679399508
1250	0.4679190848
1251	0.4678883944
1252	0.46786279
1253	0.4678389245
1254	0.467809973
1255	0.467789759
1256	0.4677651545
1257	0.4677412021
1258	0.4677141632
1259	0.4676857768
1260	0.4676639544
1261	0.467648131
1262	0.4676185708
1263	0.4675966181
1264	0.4675797949
1265	0.4675569727
1266	0.467531064
1267	0.4675025906
1268	0.467469292
1269	0.4674486868
1270	0.4674342545
1271	0.467419257
1272	0.4674056072
1273	0.4673832197
1274	0.4673683962
1275	0.4673445307
1276	0.467318622
1277	0.4672980169
1278	0.4672642835
1279	0.4672487209
1280	0.4672319412
1281	0.4672085539
1282	0.4671951214
1283	0.4671738207
1284	0.4671429129
1285	0.4671135701
1286	0.4670827058
1287	0.4670673171
1288	0.4670502765
1289	0.4670322361
1290	0.4670156303
1291	0.4669903303
1292	0.4669692904
1293	0.4669463812
1294	0.4669286451
1295	0.466916995
1296	0.466903432
1297	0.4668763497
1298	0.46685431
1299	0.4668358349
1300	0.4668027971
1301	0.4667928422
1302	0.4667788881
1303	0.4667612389
1304	0.4667358085
1305	0.4667209415
1306	0.4667014231
1307	0.4666808179
1308	0.4666584739
1309	0.4666387381
1310	0.46660457
1311	0.4665811827
1312	0.4665641421
1313	0.4665467103
1314	0.4665318433
1315	0.4665124553
1316	0.4664976318
1317	0.4664841123
1318	0.4664715058
1319	0.46646229
1320	0.4664458145
1321	0.4664306432
1322	0.4664089078
1323	0.466382521
1324	0.4663566993
1325	0.4663364853
1326	0.4663075338
1327	0.4662852332
1328	0.4662689317
1329	0.4662468919
1330	0.4662302861
1331	0.4662078986
1332	0.4661946835
1333	0.4661780776
1334	0.4661549946
1335	0.4661318681
1336	0.4661133495
1337	0.4660980913
1338	0.4660822244
1339	0.4660690093
1340	0.466056794
1341	0.4660407967
1342	0.4660162791
1343	0.4659891968
1344	0.4659678091
1345	0.4659481169
1346	0.4659279464
1347	0.4659072108
1348	0.4658838235
1349	0.4658706953
1350	0.4658566542
1351	0.4658340494
1352	0.4658174
1353	0.4658037502
1354	0.4657858402
1355	0.4657605836
1356	0.4657457166
1357	0.4657347185
1358	0.4657139829
1359	0.4656958121
1360	0.4656785542
1361	0.465658688
1362	0.4656433428
1363	0.4656313448
1364	0.465613261
1365	0.4655998285
1366	0.4655831357
1367	0.4655664863
1368	0.4655434468
1369	0.4655101047
1370	0.4654950203
1371	0.4654810661
1372	0.4654531144
1373	0.4654396819
1374	0.4654279882
1375	0.4654115563
1376	0.4653872126
1377	0.4653678246
1378	0.4653483931
1379	0.46532844
1380	0.4653100519
1381	0.4652959238
1382	0.4652777965
1383	0.4652632338
1384	0.4652285006
1385	0.4652018964
1386	0.4651922024
1387	0.4651669459
1388	0.4651483403
1389	0.4651328212
1390	0.4651170413
1391	0.4651048695
1392	0.4650732227
1393	0.4650494442
1394	0.4650297953
1395	0.4650077122
1396	0.4649832815
1397	0.4649595899
1398	0.4649417234
1399	0.4649219007
1400	0.4649055557
1401	0.464882777
1402	0.4648653017
1403	0.4648425664
1404	0.4648235262
1405	0.4647976611
1406	0.4647700136
1407	0.4647520167
1408	0.4647363672
1409	0.4647213697
1410	0.4647094153
1411	0.4646868974
1412	0.4646755949
1413	0.464653164
1414	0.4646343411
1415	0.4646118232
1416	0.4645973474
1417	0.4645841758
1418	0.4645664397
1419	0.4645506163
1420	0.46453388
1421	0.4645133618
1422	0.4644964081
1423	0.4644806282
1424	0.4644593275
1425	0.4644367227
1426	0.4644174216
1427	0.4643965556
1428	0.4643747333
1429	0.4643507808
1430	0.464314787
1431	0.4642944861
1432	0.4642831402
1433	0.4642549711
1434	0.4642419733
1435	0.4642229765
1436	0.4642021975
1437	0.4641830703
1438	0.4641688554
1439	0.464146294
1440	0.4641289926
1441	0.4641063008
1442	0.4640897819
1443	0.4640682638
1444	0.4640522666
1445	0.4640347913
1446	0.4640101868
1447	0.4639947981
1448	0.463985278
1449	0.4639641946
1450	0.4639528053
1451	0.4639376774
1452	0.4639253752
1453	0.4639131164
1454	0.4638949891
1455	0.4638750794
1456	0.4638590387
1457	0.4638426067
1458	0.4638242185
1459	0.4638056565
1460	0.4637836168
1461	0.4637639245
1462	0.4637435801
1463	0.4637216708
1464	0.4637089773
1465	0.4636897197
1466	0.4636733312
1467	0.463656595
1468	0.463649031
1469	0.4636272087
1470	0.4636091683
1471	0.4635868243
1472	0.463576087
1473	0.463553656
1474	0.4635368328
1475	0.4635198357
1476	0.4635057946
1477	0.4634942748
1478	0.4634745826
1479	0.4634628889
1480	0.4634421968
1481	0.4634248954
1482	0.4634004648
1483	0.4633827721
1484	0.4633619931
1485	0.4633533424
1486	0.4633407793
1487	0.463330781
1488	0.4633174355
1489	0.4633003514
1490	0.4632841803
1491	0.4632661833
1492	0.4632461868
1493	0.4632229299
1494	0.4632054981
1495	0.4631928915
1496	0.4631828497
1497	0.4631660265
1498	0.4631488121
1499	0.4631298588
1500	0.4631113402
1501	0.4630916045
1502	0.4630704776
1503	0.4630555671
1504	0.4630417434
1505	0.4630243551
1506	0.4630150088
1507	0.4630060973
1508	0.4629768849
1509	0.4629592792
1510	0.4629424125
1511	0.4629302842
1512	0.4629157649
