iter	Passed	Remaining
477	2919	125358
478	2925	125351
479	2932	125350
480	2938	125348
481	2944	125331
482	2949	125304
483	2955	125299
484	2961	125276
485	2967	125260
486	2973	125262
487	2979	125250
488	2985	125241
489	2991	125209
490	2997	125204
491	3002	125172
492	3009	125192
493	3014	125152
494	3020	125133
495	3026	125109
496	3031	125072
497	3037	125051
498	3043	125050
499	3049	125012
500	3055	125005
501	3061	124993
502	3066	124967
503	3072	124940
504	3078	124930
505	3084	124912
506	3089	124889
507	3096	124895
508	3102	124886
509	3108	124887
510	3113	124843
511	3119	124838
512	3126	124853
513	3132	124836
514	3138	124846
515	3144	124836
516	3150	124831
517	3156	124798
518	3161	124778
519	3168	124775
520	3173	124755
521	3179	124731
522	3185	124722
523	3191	124700
524	3197	124683
525	3203	124684
526	3209	124695
527	3215	124679
528	3220	124644
529	3226	124632
530	3232	124620
531	3238	124591
532	3244	124578
533	3250	124563
534	3256	124571
535	3262	124546
536	3268	124536
537	3273	124517
538	3279	124490
539	3285	124478
540	3291	124479
541	3298	124488
542	3303	124455
543	3309	124452
544	3315	124454
545	3321	124433
546	3327	124402
547	3333	124414
548	3339	124404
549	3345	124390
550	3351	124397
551	3358	124393
552	3363	124381
553	3369	124358
554	3375	124339
555	3381	124345
556	3387	124322
557	3393	124310
558	3399	124293
559	3404	124278
560	3410	124244
561	3416	124237
562	3422	124224
563	3427	124191
564	3433	124175
565	3442	124274
566	3448	124266
567	3454	124253
568	3459	124222
569	3465	124199
570	3471	124194
571	3477	124183
572	3482	124163
573	3489	124169
574	3495	124165
575	3501	124147
576	3507	124136
577	3512	124121
578	3519	124131
579	3525	124113
580	3531	124105
581	3537	124099
582	3543	124085
583	3549	124073
584	3555	124067
585	3561	124071
586	3567	124048
587	3573	124035
588	3579	124030
589	3584	124015
590	3590	123982
591	3596	123974
592	3601	123951
593	3607	123914
594	3612	123899
595	3618	123885
596	3624	123884
597	3630	123848
598	3635	123820
599	3640	123792
600	3646	123764
601	3652	123753
602	3658	123738
603	3663	123704
604	3669	123710
605	3675	123703
606	3681	123684
607	3687	123675
608	3693	123671
609	3699	123663
610	3705	123640
611	3711	123629
612	3717	123621
613	3723	123622
614	3728	123594
615	3735	123599
616	3741	123589
617	3747	123581
618	3753	123584
619	3759	123576
620	3765	123571
621	3770	123541
622	3777	123551
623	3783	123543
624	3789	123534
625	3794	123504
626	3800	123490
627	3806	123487
628	3812	123460
629	3818	123452
630	3824	123461
631	3830	123447
632	3836	123426
633	3841	123415
634	3847	123392
635	3852	123367
636	3858	123347
637	3864	123329
638	3869	123311
639	3876	123315
640	3882	123314
641	3888	123304
642	3893	123272
643	3899	123258
644	3904	123233
645	3911	123238
646	3917	123233
647	3923	123217
648	3929	123214
649	3935	123205
650	3941	123199
651	3947	123194
652	3953	123192
653	3959	123173
654	3965	123171
655	3971	123173
656	3977	123148
657	3982	123129
658	3989	123132
659	3994	123117
660	4001	123113
661	4007	123107
662	4013	123106
663	4019	123114
664	4025	123087
665	4031	123078
666	4036	123061
667	4042	123038
668	4048	123035
669	4054	123021
670	4060	123005
671	4065	122978
672	4073	123039
673	4079	123032
674	4086	123039
675	4091	123021
676	4097	123004
677	4103	122999
678	4109	122984
679	4114	122952
680	4120	122943
681	4127	122962
682	4137	123076
683	4145	123119
684	4150	123099
685	4156	123079
686	4162	123072
687	4170	123114
688	4176	123120
689	4181	123093
690	4188	123091
691	4194	123085
692	4200	123089
693	4205	123064
694	4211	123047
695	4217	123028
696	4222	123003
697	4228	122999
698	4234	122982
699	4240	122969
700	4245	122942
701	4251	122925
702	4257	122912
703	4262	122895
704	4268	122876
705	4274	122862
706	4279	122844
707	4285	122833
708	4291	122820
709	4297	122816
710	4303	122801
711	4309	122799
712	4315	122795
713	4321	122768
714	4326	122759
715	4333	122753
716	4339	122750
717	4344	122727
718	4350	122728
719	4357	122723
720	4362	122700
721	4374	122852
722	4381	122890
723	4388	122908
724	4396	122946
725	4403	122960
726	4410	122981
727	4418	123026
728	4424	123039
729	4431	123062
730	4440	123114
731	4449	123205
732	4455	123198
733	4461	123195
734	4467	123186
735	4474	123193
736	4480	123181
737	4486	123178
738	4492	123169
739	4498	123160
740	4504	123157
741	4510	123144
742	4516	123139
743	4522	123138
744	4529	123141
745	4535	123129
746	4541	123121
747	4546	123105
748	4552	123091
749	4558	123087
750	4564	123073
751	4571	123078
752	4577	123085
753	4583	123073
754	4589	123057
755	4595	123047
756	4601	123041
757	4606	123018
758	4612	123014
759	4619	123014
760	4625	123008
761	4631	123000
762	4637	122996
763	4643	122997
764	4649	122986
765	4655	122969
766	4661	122969
767	4667	122959
768	4673	122954
769	4679	122935
770	4685	122934
771	4691	122933
772	4697	122913
773	4703	122900
774	4709	122904
775	4716	122914
776	4722	122902
777	4728	122897
778	4734	122892
779	4740	122892
780	4746	122880
781	4752	122876
782	4759	122877
783	4765	122869
784	4770	122850
785	4777	122853
786	4783	122860
787	4789	122862
788	4795	122848
789	4801	122838
790	4807	122835
791	4814	122830
792	4819	122811
793	4826	122820
794	4832	122821
795	4838	122806
796	4844	122796
797	4850	122786
798	4856	122781
799	4862	122765
800	4868	122761
801	4874	122754
802	4880	122761
803	4887	122768
804	4892	122746
805	4898	122736
806	4904	122728
807	4910	122717
808	4916	122713
809	4922	122700
810	4928	122691
811	4933	122664
812	4939	122655
813	4946	122656
814	4951	122628
815	4957	122613
816	4963	122612
817	4969	122605
818	4975	122599
819	4981	122600
820	4987	122592
821	4994	122602
822	4999	122579
823	5006	122576
824	5012	122582
825	5018	122573
826	5024	122557
827	5030	122555
828	5036	122549
829	5042	122541
830	5048	122533
831	5055	122535
832	5061	122542
833	5067	122536
834	5073	122512
835	5079	122504
836	5084	122492
837	5090	122465
838	5096	122461
839	5102	122457
840	5108	122457
841	5114	122441
842	5120	122447
843	5126	122435
844	5132	122432
845	5138	122410
846	5144	122409
847	5150	122399
848	5155	122370
849	5162	122381
850	5168	122372
851	5174	122362
852	5180	122356
853	5188	122389
854	5196	122425
855	5203	122461
856	5212	122503
857	5219	122526
858	5225	122529
859	5231	122523
860	5238	122526
861	5244	122521
862	5251	122527
863	5258	122542
864	5264	122538
865	5270	122532
866	5276	122536
867	5283	122532
868	5289	122526
869	5294	122504
870	5300	122504
871	5307	122501
872	5313	122503
873	5319	122488
874	5325	122483
875	5331	122486
876	5338	122482
877	5343	122468
878	5349	122461
879	5355	122454
880	5362	122455
881	5368	122450
882	5374	122444
883	5380	122435
884	5386	122433
885	5392	122414
886	5398	122414
887	5404	122406
888	5410	122389
889	5420	122485
890	5426	122474
891	5432	122468
892	5438	122465
893	5445	122467
894	5450	122446
895	5456	122441
896	5464	122457
897	5471	122471
898	5477	122466
899	5482	122442
900	5488	122443
901	5495	122443
902	5501	122433
903	5506	122416
904	5513	122417
905	5519	122421
906	5526	122428
907	5532	122415
908	5537	122397
909	5543	122388
910	5549	122372
911	5555	122374
912	5562	122373
913	5569	122388
914	5576	122403
915	5581	122388
916	5588	122395
917	5596	122420
918	5603	122439
919	5610	122448
920	5615	122434
921	5621	122421
922	5627	122406
923	5633	122397
924	5638	122379
925	5646	122399
926	5652	122405
927	5659	122401
928	5665	122395
929	5670	122377
930	5677	122378
931	5685	122415
932	5692	122440
933	5699	122450
934	5705	122438
935	5710	122409
936	5716	122401
937	5723	122422
938	5730	122433
939	5736	122416
940	5742	122415
941	5749	122419
942	5755	122419
943	5761	122414
944	5767	122406
945	5774	122408
946	5781	122425
947	5788	122447
948	5794	122434
949	5800	122430
950	5807	122426
951	5813	122427
952	5820	122434
953	5825	122414
954	5831	122409
955	5838	122406
956	5844	122410
957	5850	122394
958	5856	122397
959	5862	122384
960	5868	122379
961	5874	122356
962	5879	122340
963	5886	122343
964	5891	122324
965	5898	122324
966	5904	122318
967	5909	122302
968	5915	122280
969	5921	122269
970	5927	122273
971	5934	122277
972	5942	122312
973	5949	122328
974	5956	122334
975	5962	122329
976	5968	122321
977	5974	122305
978	5980	122296
979	5986	122292
980	5993	122307
981	5999	122293
982	6005	122294
983	6012	122297
984	6019	122313
985	6025	122313
986	6032	122314
987	6039	122328
988	6046	122343
989	6053	122358
990	6060	122357
991	6066	122347
992	6071	122334
993	6078	122333
994	6085	122346
995	6091	122344
996	6097	122332
997	6103	122328
998	6109	122326
999	6116	122325
1000	6122	122313
1001	6128	122317
1002	6135	122323
1003	6142	122330
1004	6148	122336
1005	6154	122326
1006	6161	122322
1007	6167	122325
1008	6174	122329
1009	6180	122328
1010	6186	122312
1011	6193	122318
1012	6199	122322
1013	6206	122328
1014	6212	122328
1015	6218	122307
1016	6224	122307
1017	6230	122292
1018	6236	122282
1019	6242	122280
1020	6249	122291
1021	6256	122294
1022	6262	122288
1023	6267	122272
1024	6275	122286
1025	6281	122281
1026	6287	122272
1027	6292	122257
1028	6299	122264
1029	6305	122261
1030	6312	122262
1031	6318	122255
1032	6324	122248
1033	6330	122245
1034	6337	122243
1035	6343	122234
1036	6349	122228
1037	6355	122231
1038	6362	122226
1039	6367	122213
1040	6373	122205
1041	6380	122200
1042	6386	122199
1043	6392	122191
1044	6398	122183
1045	6404	122179
1046	6410	122174
1047	6416	122164
1048	6422	122148
1049	6428	122143
1050	6434	122129
1051	6440	122115
1052	6446	122114
1053	6452	122106
1054	6458	122106
1055	6464	122094
1056	6470	122078
1057	6476	122078
1058	6482	122056
1059	6487	122046
1060	6494	122048
1061	6501	122054
1062	6507	122045
1063	6512	122031
1064	6519	122024
1065	6524	122013
1066	6530	121996
1067	6536	121993
1068	6542	121990
1069	6548	121982
1070	6554	121971
1071	6560	121952
1072	6566	121948
1073	6572	121939
1074	6578	121926
1075	6584	121919
1076	6590	121910
1077	6595	121894
1078	6601	121886
1079	6607	121879
1080	6614	121876
1081	6619	121852
1082	6625	121850
1083	6631	121839
1084	6636	121819
1085	6643	121816
1086	6649	121822
1087	6656	121815
1088	6661	121801
1089	6667	121796
1090	6674	121794
1091	6680	121787
1092	6686	121777
1093	6692	121772
1094	6698	121772
1095	6705	121779
1096	6711	121763
1097	6717	121764
1098	6723	121757
1099	6729	121747
1100	6735	121732
1101	6741	121728
1102	6747	121722
1103	6754	121722
1104	6759	121710
1105	6766	121708
1106	6772	121706
1107	6778	121696
1108	6784	121680
1109	6790	121672
1110	6796	121669
1111	6802	121655
1112	6807	121641
1113	6813	121633
1114	6819	121626
1115	6825	121618
1116	6831	121606
1117	6837	121589
1118	6843	121577
1119	6848	121562
1120	6854	121550
1121	6860	121536
1122	6865	121516
1123	6870	121497
1124	6876	121489
1125	6882	121472
1126	6888	121460
1127	6893	121445
1128	6899	121427
1129	6905	121419
1130	6910	121405
1131	6916	121391
1132	6922	121380
1133	6927	121363
1134	6933	121356
1135	6939	121343
1136	6944	121326
1137	6951	121320
1138	6956	121295
1139	6961	121279
1140	6968	121277
1141	6973	121259
1142	6979	121251
1143	6985	121236
1144	6990	121225
1145	6996	121209
1146	7002	121198
1147	7008	121187
1148	7013	121168
1149	7019	121167
1150	7025	121161
1151	7032	121159
1152	7037	121144
1153	7043	121135
1154	7049	121119
1155	7054	121102
1156	7060	121089
1157	7066	121079
1158	7071	121058
1159	7077	121043
1160	7082	121023
1161	7089	121031
1162	7094	121012
1163	7100	121007
1164	7106	120993
1165	7112	120977
1166	7118	120969
1167	7123	120950
1168	7128	120931
1169	7134	120922
1170	7140	120906
1171	7145	120892
1172	7151	120880
1173	7157	120870
1174	7163	120860
1175	7168	120843
1176	7174	120831
1177	7179	120816
1178	7185	120798
1179	7191	120784
1180	7196	120773
1181	7202	120752
1182	7208	120745
1183	7213	120729
1184	7218	120706
1185	7224	120702
1186	7230	120688
1187	7235	120670
1188	7241	120661
1189	7247	120650
1190	7253	120639
1191	7258	120624
1192	7264	120613
1193	7270	120603
1194	7275	120583
1195	7281	120569
1196	7286	120551
1197	7292	120531
1198	7297	120522
1199	7303	120508
1200	7309	120492
1201	7315	120490
1202	7322	120500
1203	7328	120495
1204	7334	120481
1205	7339	120468
1206	7346	120471
1207	7352	120462
1208	7357	120442
1209	7363	120437
1210	7369	120430
1211	7375	120417
1212	7381	120414
1213	7387	120403
1214	7394	120407
1215	7399	120395
1216	7407	120409
1217	7414	120414
1218	7421	120424
1219	7428	120443
1220	7435	120455
1221	7444	120484
1222	7454	120540
1223	7460	120534
1224	7465	120518
1225	7471	120512
1226	7477	120506
1227	7484	120499
1228	7489	120488
1229	7495	120482
1230	7502	120484
1231	7508	120474
1232	7514	120469
1233	7521	120471
1234	7527	120472
1235	7534	120475
1236	7539	120459
1237	7546	120460
1238	7552	120463
1239	7560	120472
1240	7565	120457
1241	7570	120440
1242	7577	120438
1243	7583	120436
1244	7589	120427
1245	7595	120426
1246	7602	120420
1247	7607	120410
1248	7613	120391
1249	7619	120386
1250	7625	120375
1251	7631	120367
1252	7636	120351
1253	7642	120343
1254	7648	120330
1255	7653	120312
1256	7659	120302
1257	7665	120291
1258	7671	120281
1259	7676	120272
1260	7682	120261
1261	7688	120252
1262	7693	120234
1263	7699	120226
1264	7705	120214
1265	7711	120198
1266	7717	120190
1267	7722	120180
1268	7728	120170
1269	7734	120158
1270	7740	120151
1271	7746	120140
1272	7751	120124
1273	7757	120111
1274	7763	120098
1275	7768	120086
1276	7774	120075
1277	7780	120063
1278	7785	120048
1279	7791	120038
1280	7797	120024
1281	7802	120014
1282	7808	120004
1283	7814	119988
1284	7819	119974
1285	7825	119959
1286	7830	119944
1287	7836	119933
1288	7842	119921
1289	7848	119921
1290	7854	119915
1291	7861	119911
1292	7866	119898
1293	7873	119898
1294	7879	119895
1295	7885	119889
1296	7891	119875
1297	7897	119874
1298	7903	119873
1299	7909	119862
1300	7916	119861
1301	7922	119858
1302	7928	119853
1303	7934	119843
1304	7940	119843
1305	7946	119835
1306	7953	119832
1307	7958	119819
1308	7964	119812
1309	7970	119801
1310	7976	119788
1311	7981	119771
1312	7987	119762
1313	7992	119747
1314	7998	119729
1315	8004	119727
1316	8010	119715
1317	8015	119703
1318	8021	119696
1319	8027	119681
1320	8033	119678
1321	8039	119669
1322	8045	119661
1323	8052	119665
1324	8059	119668
1325	8066	119676
1326	8073	119684
1327	8079	119680
1328	8085	119671
1329	8091	119672
1330	8097	119658
1331	8103	119656
1332	8110	119658
1333	8116	119649
1334	8121	119638
1335	8128	119633
1336	8133	119621
1337	8139	119616
1338	8145	119597
1339	8151	119590
1340	8157	119582
1341	8162	119569
1342	8168	119560
1343	8174	119555
1344	8180	119549
1345	8186	119535
1346	8192	119528
1347	8198	119527
1348	8204	119519
1349	8210	119501
1350	8215	119488
1351	8221	119475
1352	8226	119461
1353	8232	119448
1354	8237	119431
1355	8243	119415
1356	8249	119407
1357	8254	119396
1358	8260	119382
1359	8265	119370
1360	8271	119358
1361	8277	119348
1362	8283	119337
1363	8289	119328
1364	8294	119310
1365	8300	119299
1366	8306	119298
1367	8312	119288
1368	8318	119278
1369	8324	119276
1370	8331	119277
1371	8337	119282
1372	8343	119271
1373	8349	119264
1374	8355	119259
1375	8361	119253
1376	8367	119237
1377	8373	119231
1378	8379	119224
1379	8384	119211
1380	8390	119202
1381	8396	119189
1382	8402	119178
1383	8407	119159
1384	8413	119156
1385	8419	119151
1386	8424	119128
1387	8430	119113
1388	8435	119101
1389	8440	119082
1390	8447	119077
1391	8452	119064
1392	8458	119049
1393	8464	119045
1394	8473	119088
1395	8480	119089
1396	8486	119080
1397	8491	119070
1398	8497	119057
1399	8503	119054
1400	8510	119051
1401	8516	119041
1402	8521	119031
1403	8527	119021
1404	8534	119020
1405	8541	119040
1406	8549	119048
1407	8555	119050
1408	8562	119051
1409	8571	119091
1410	8579	119108
1411	8586	119111
1412	8592	119110
1413	8598	119099
1414	8610	119178
1415	8620	119219
1416	8626	119218
1417	8633	119220
1418	8638	119207
1419	8645	119210
1420	8652	119211
1421	8658	119212
1422	8664	119208
1423	8670	119201
1424	8678	119212
1425	8684	119210
1426	8691	119213
1427	8697	119203
1428	8703	119196
1429	8709	119196
1430	8716	119195
1431	8722	119191
1432	8728	119182
1433	8735	119186
1434	8741	119176
1435	8747	119175
1436	8753	119162
1437	8759	119157
1438	8765	119148
1439	8771	119142
1440	8776	119131
1441	8783	119128
1442	8789	119121
1443	8795	119112
1444	8801	119113
1445	8807	119107
1446	8813	119100
1447	8819	119087
1448	8825	119074
1449	8831	119068
1450	8837	119058
1451	8842	119045
1452	8848	119036
1453	8854	119029
1454	8860	119016
1455	8865	119008
1456	8872	119002
1457	8877	118994
1458	8883	118985
1459	8890	118981
1460	8896	118984
1461	8903	118979
1462	8908	118968
1463	8914	118961
1464	8920	118950
1465	8925	118934
1466	8931	118928
1467	8938	118923
1468	8943	118913
1469	8949	118903
1470	8955	118897
1471	8961	118889
1472	8967	118875
1473	8973	118875
1474	8980	118879
1475	8986	118872
1476	8992	118862
1477	8998	118853
1478	9005	118861
1479	9011	118860
1480	9018	118865
1481	9024	118851
1482	9030	118851
1483	9036	118844
1484	9042	118837
1485	9048	118823
1486	9054	118816
1487	9060	118808
1488	9066	118797
1489	9072	118790
1490	9078	118782
1491	9084	118781
1492	9090	118768
1493	9096	118762
1494	9102	118763
1495	9108	118757
1496	9114	118742
1497	9120	118738
1498	9126	118730
1499	9132	118726
1500	9138	118713
1501	9144	118705
1502	9150	118699
1503	9155	118682
1504	9161	118675
1505	9167	118669
1506	9173	118660
1507	9179	118646
1508	9185	118644
1509	9191	118635
1510	9196	118621
1511	9202	118612
1512	9209	118609
1513	9215	118606
1514	9220	118593
1515	9227	118591
1516	9233	118585
1517	9239	118577
1518	9244	118563
1519	9251	118561
1520	9256	118550
1521	9263	118547
1522	9269	118541
1523	9276	118545
1524	9282	118543
1525	9288	118537
1526	9294	118526
1527	9300	118519
1528	9306	118511
1529	9312	118503
1530	9317	118492
1531	9324	118487
1532	9330	118483
1533	9335	118469
1534	9341	118462
1535	9347	118455
1536	9354	118457
1537	9360	118447
1538	9367	118453
1539	9373	118450
1540	9381	118462
1541	9390	118498
1542	9396	118493
1543	9402	118482
1544	9408	118479
1545	9415	118477
1546	9421	118472
1547	9427	118461
1548	9433	118454
1549	9439	118452
1550	9445	118446
1551	9451	118438
1552	9457	118432
1553	9464	118427
1554	9470	118427
1555	9477	118425
1556	9483	118418
1557	9489	118423
1558	9497	118432
1559	9503	118422
1560	9508	118406
1561	9514	118403
1562	9521	118400
1563	9526	118385
1564	9532	118377
1565	9538	118371
1566	9545	118376
1567	9551	118367
1568	9556	118354
1569	9562	118344
1570	9568	118332
1571	9573	118315
1572	9579	118313
1573	9585	118301
1574	9590	118285
1575	9596	118274
1576	9602	118264
1577	9608	118255
1578	9613	118245
1579	9619	118234
1580	9625	118231
1581	9631	118217
1582	9637	118212
1583	9643	118202
1584	9649	118197
1585	9654	118183
1586	9660	118169
1587	9665	118158
1588	9671	118141
1589	9676	118128
1590	9682	118113
1591	9687	118105
1592	9693	118093
1593	9699	118083
1594	9704	118069
1595	9710	118057
1596	9716	118048
1597	9721	118035
1598	9727	118024
1599	9733	118012
1600	9738	118000
1601	9744	117994
1602	9750	117981
1603	9756	117973
1604	9761	117961
1605	9767	117948
1606	9772	117936
1607	9778	117921
1608	9783	117908
1609	9789	117896
1610	9795	117886
1611	9800	117868
1612	9805	117858
1613	9811	117845
1614	9817	117836
1615	9822	117825
1616	9828	117811
1617	9833	117801
1618	9839	117793
1619	9845	117778
1620	9851	117771
1621	9857	117761
1622	9862	117750
1623	9868	117737
1624	9874	117733
1625	9880	117729
1626	9885	117713
1627	9891	117705
1628	9898	117701
1629	9903	117691
1630	9909	117677
1631	9915	117672
1632	9921	117662
1633	9926	117651
1634	9932	117643
1635	9938	117629
1636	9944	117621
1637	9949	117607
1638	9954	117593
1639	9960	117579
1640	9965	117569
1641	9971	117561
1642	9978	117560
1643	9984	117560
1644	9991	117553
1645	9997	117547
1646	10002	117539
1647	10008	117524
1648	10013	117508
1649	10019	117496
1650	10024	117481
1651	10030	117472
1652	10035	117461
1653	10041	117448
1654	10047	117443
1655	10053	117431
1656	10058	117418
1657	10064	117414
1658	10070	117408
1659	10077	117404
1660	10082	117394
1661	10088	117385
1662	10094	117378
1663	10100	117364
1664	10106	117358
1665	10112	117357
1666	10118	117353
1667	10124	117341
1668	10130	117337
1669	10136	117327
1670	10142	117320
1671	10147	117305
1672	10154	117302
1673	10160	117296
1674	10165	117284
1675	10175	117319
1676	10181	117318
1677	10187	117311
1678	10193	117302
1679	10199	117292
1680	10204	117275
1681	10210	117268
